"","X1","plot","mean.height.mean","height.2","mean.height.median","mean.height.var","mean.height.rms","transect.length","can.max.ht","moch","can.max.ht.median","vai.mean","vai.sd","vai.median","vai.column.max","vai.max.ht.mean","vai.max.ht.sd","vai.max.ht.median","vai.max","vai.mean.peak","vai.peak.sd","vai.peak.median","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","median.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl","mean.intensity","median.intensity","sd.intensity","max.intensity","min.intensity","skew.intensity","kurtosis.intensity","p10","p25","p50","p75","p90"
"11",1,"ARNO_02_5.CSV",17.0294139949965,6.7885731655647,17.5045157401915,46.0847256242251,18.301189810955,40,32.881,23.0282,24.6175,7.40343489469628,1.55640955004007,8,8,17.3,7.65673827590058,19,7.84775177736169,3.50425994298447,1.58039901344319,2.96498103389865,0,0,0.781617647058824,1168.81051344777,23.5465126585548,24.7865337445211,8.06142156198272,12.8526317489904,8.20398122386985,12.126,3.17049693177717,96.8295030682228,32.881,415.675,7.275,0.965001806780201,27.6084507042254,83.8941907424666,87,17.0482192609618,131,9,-0.893298987594962,4.04006545165942,2.73,5.463,12.118,19.5135,24.4662
"12",1,"ARNO_03_1.CSV",6.25383286583543,3.7627564370885,5.41057223912109,14.158336004851,7.27425619005359,40,23.743,9.6544,7.756,6.78602830211436,2.0252633532625,8,8,6,4.24868003635035,5,8,3.82295952163976,1.67663961632219,3.89065169745811,0,0,0.802,190.672053745555,7.59905773185135,11.5293701186815,6.22560334137203,4.05009943524335,3.62887276127541,2.788,4.95174909529553,95.0482509047045,23.743,414.625,6.15,0.809087543415233,11.5373749264273,72.7345009201091,72,14.0042265841129,122,10,-0.297439047231163,4.3487907714133,1.363,1.976,2.788,4.298,8.0847
"13",1,"ARNO_03_2.CSV",6.09980004520698,3.94076990365649,4.41734887853182,15.5296674335648,7.23525993584424,40,21.772,9.08065,7.78,7.22643344529043,1.40451589482983,8,8,5.8,4.58649075393131,4,7.86662008557136,3.80084625642713,1.3716568526199,3.67220662882114,0,0,0.760869565217391,156.551440707913,6.28532827054967,10.8187840924635,5.54465808776848,3.88834863354975,3.55444672595773,2.3365,2.06284658040665,97.9371534195933,21.772,338.25,5.95,0.804633988217268,12.0338140228742,75.4479842971463,73,18.2798629864291,132,12,0.00980992371648456,2.73081503275677,1.262,1.753,2.336,4.86,10.143
"14",1,"ARNO_03_3.CSV",6.26930205121061,4.00307550908481,4.60836357267685,16.0246135314346,7.41135253529761,40,21.294,7.9146,6.1865,7.72736232873879,0.92426023150128,8,8,6.5,4.8410636678211,4.5,8,4.1449025452802,1.88481716660488,3.70925609724071,0,0,0.745454545454545,130.513104923491,5.63219890166883,9.93938833407423,5.25605161255539,4.15118558441558,3.73032908188188,2.559,0.983733041856871,99.0162669581431,21.294,388.95,3.425,0.738203892919651,11.3777777777778,78.0126623376623,76,20.4876020043419,137,12,-0.199546249015358,2.82955980199813,1.404,1.929,2.559,5.297,9.1748
"15",1,"ARNO_03_4.CSV",6.64580386451884,3.61400793443041,6.33885599507328,13.0610533501259,7.54329079527141,40,25.012,8.6316,7.7465,7.67702564957086,0.878251605794686,8,8,6.7,4.70787665132622,6,8,4.00518612293202,1.68024859994366,3.59302074838833,0,0,0.770192307692308,190.628442041917,5.89021398999218,12.4873464432608,5.70037857402291,4.3201818992686,3.04948924646116,3.232,0.679187337585641,99.3208126624144,25.012,423.425,4.225,0.796818887951874,12.8737885958981,88.2727002438009,84,19.240196072353,153,13,0.139230309941365,2.79005174055762,1.658,2.306,3.2305,5.822,7.8013
"16",1,"ARNO_03_5.CSV",5.45436922420469,1.32630365032846,5.3459327700023,1.75908137287459,5.6093892691187,40,11.051,6.80435,6.7465,8,2.46336371845337e-16,8,8,5.05,1.92087052914651,5,8,3.87238810834966,1.13821039131038,3.94195691799417,0,0,0.616666666666667,15.1555140758861,2.72553577951784,2.77974257629266,2.12285654853102,3.30549739039666,1.57999031089276,2.744,0,100,14.438,335.425,2.925,0.730685470376978,7.3568013906997,87.5341485237101,86,18.7578380405597,135,21,-0.178714362885635,2.53617198203427,1.67,2.183,2.742,4.456,5.495
"17",1,"ARNO_03_6.CSV",5.89445473006882,2.67860503046623,5.49515351132634,7.174924909239,6.46066160322135,40,16.699,8.6281,8.4145,6.69791471362125,1.9728252712898,8,8,5.775,3.39296028376099,5,8,3.61218622178565,1.66520684551146,3.69828632130462,0,0,0.704166666666667,28.3648123588912,4.07467073611196,3.42955839010855,3.48753749580064,4.28301582625377,2.91174668944795,3.478,3.75840696294343,96.2415930370566,16.699,379.275,4,0.841564852616885,10.8616231745272,85.2184845163058,86,18.2740101958602,136,17,-0.292964958960996,2.65128448863527,1.402,2.005,3.476,5.607,9.025
"18",1,"ARNO_04_1.CSV",7.45792919981519,3.39256320288823,7.18521605101147,11.5094850855912,8.17572357090842,40,23.279,10.49905,10.3365,7.53870813088044,1.10103030782391,8,8,7.275,4.56849579688477,6,8,3.89688754117835,1.38924648568951,3.65971562215443,0,0,0.780208333333333,100.616687030707,6.46369639030312,7.67054861171543,4.88798047516978,5.04763385255723,3.22835706283954,4.325,1.42359815989059,98.5764018401094,23.279,402.275,4.625,0.872498912451632,13.270044709389,80.1845241849026,82,17.8853001313024,127,12,-0.42324474600023,3.00388646166057,1.6681,2.22725,4.324,7.0695,10.228
"19",1,"ARNO_04_2.CSV",5.92072591988823,2.78302895524238,5.63026773084881,7.74525016571748,6.52737422935218,40,21.36,8.8367,7.6495,7.60569238996614,1.1476943002158,8,8,5.975,4.22742875116232,5,7.93931920244716,3.781751963671,1.46407100532318,3.73250805305467,0,0,0.772727272727273,184.862326300626,6.89431790814037,11.718818493437,4.79514962842395,3.54907717954175,2.40416201130272,2.721,1.19156094483773,98.8084390551623,21.36,356.8,5.375,0.728919986048014,9.75134080936129,82.2278498971412,79,21.2842668664478,140,9,-0.0112569184366538,2.63303015436911,1.494,1.91,2.721,4.47375,6.0909
"20",1,"ARNO_04_3.CSV",8.05529500322791,3.37871658518054,8.06696646873467,11.4157257629741,8.71883651687129,40,19.704,10.4796,9.676,7.85488070048955,0.587283684163894,8,8,7.8,3.91053803105247,7.5,6.03531102247263,3.86961571120726,1.11201572419438,3.96740480796664,0,0,0.70952380952381,178.938800776501,8.3075652290106,10.4844246738786,4.52415321330256,4.88607838871308,3.30769807072107,3.961,0.328558286239977,99.67144171376,19.704,380.575,4.825,0.822112258502155,12.7924366136657,87.6131988396624,89,19.7502532131632,137,13,-0.426588552844928,2.93421112176333,1.696,2.311,3.961,6.346,9.324
"21",1,"ARNO_04_4.CSV",7.73461223174341,5.13051448003991,5.93114106815151,26.3221788298992,9.24599106286538,40,25.726,11.110175,7.92,7.80630918172238,0.770894307419239,8,8,7.875,6.4298482655463,6,8,4.54388452520343,1.86115227839808,4.2814873450952,0,0,0.835185185185185,569.939033266988,14.0194728873314,19.3233903140305,8.02016643758335,5.85123988298391,4.99102860858722,3.829,11.1461814581012,88.8538185418988,25.726,404.075,6.225,0.883770574658499,14.1826320501343,75.5694086508323,75,18.349616357593,124,10,-0.361118632917044,2.86976641431686,1.708,2.083,3.826,7.60675,12.8969
"22",1,"ARNO_04_5.CSV",7.12688154288558,4.49054566439288,6.12973709614907,20.1650003639977,8.3936473526841,40,24.264,10.889425,8.987,7.56737759403103,0.995132343650047,8,8,7.075,6.34231818817063,5,7.30424840780026,3.97762401903293,1.48235891337387,3.62569981287716,0,0,0.774,829.76348312712,14.7516507198038,24.7417114235865,7.3172800638415,4.23833530726932,4.06884422344023,2.511,0.90419161676647,99.0958083832335,24.264,417.625,5.475,0.864510156620002,15.14709371293,75.847604084839,76,15.9892126916339,123,11,-0.226761426940984,3.04361111297734,1.38,1.757,2.51,5.172,8.149
"23",1,"ARNO_05_1.CSV",7.64139259036709,3.62763180391318,7.02868223200698,13.1597125047624,8.44318654151288,50,25.127,10.55882,9.277,7.52458177555431,1.24878157177215,8,8,7.18,4.89768791765824,5.5,7.41285317063332,4.0850140028459,1.33562663499399,3.95346746371899,0,0,0.797692307692308,389.313723031374,9.70352848368346,17.1800831778463,5.38296962534129,5.30481048518398,3.58989724188252,4.389,1.84735361800051,98.1526463819995,25.127,313,5.26,0.870335178586699,13.6025565388397,87.8819277108434,92,20.7325195558011,142,13,-0.771821765602152,3.39764917976413,1.581,2.168,4.386,7.546,10.01
"24",1,"ARNO_05_2.CSV",7.7964512475219,3.97979713142074,6.79732131065707,15.8387852072648,8.73083430332227,40,26.285,13.135225,11.7115,7.36083293194139,1.3802945209157,8,8,7.525,5.23786754416875,6,5.9872178925241,3.61068599963886,1.20594919014463,3.54071900551933,0,0,0.781481481481481,360.477573216638,13.0473162246211,13.7929370531217,6.69739574142873,4.73257259001161,3.62323701271919,4.094,2.11737956515561,97.8826204348444,26.285,351.975,5.525,0.835396363253705,13.8754359740907,87.2180603948897,87,19.9681833069225,133,11,-0.334671269101715,2.745490940258,1.363,2.019,4.093,6.216,8.489
"25",1,"ARNO_05_3.CSV",8.25533928536764,4.98913686241374,6.28084721445545,24.8914866318957,9.61352308899461,40,23.839,12.411675,13.072,7.4249319905298,1.24449714933446,8,8,8.15,6.17085789655597,7,8,3.90540098380308,1.62826126912702,3.48190416254593,0,0,0.759,280.396007973867,10.4220431243385,13.106373452954,6.69156003192809,5.36049340409401,4.63769311963424,3.129,1.98409749572713,98.0159025042729,23.839,336.55,6.45,0.906206663148967,17.0876728449544,74.7848369977255,74,16.7123246282561,128,13,-0.230027659356127,3.13076786224571,1.511,1.987,3.129,6.741,13.2482
"26",1,"ARNO_05_4.CSV",7.54973437035389,4.76977262968438,5.9567649364175,22.7507309388863,8.90472938291846,50,24.624,11.4412,8.136,7.66385714319666,0.970634240550704,8,8,7.1,5.43326864449618,6,7.8925972288695,3.98975497082436,1.39660804219897,3.77134874298065,0,0,0.779230769230769,455.080743206928,12.1923737378079,17.5050497241379,7.33727589165108,4.47325815812006,4.22134671329302,3.022,0.806870192988252,99.1931298070117,24.624,423.98,5.78,0.778837238183505,12.7684079987599,73.6761963657121,73,14.9614713284471,126,12,-0.0435856619735974,3.1286857116341,1.459,1.96,3.022,4.9285,7.979
"27",1,"ARNO_05_5.CSV",7.60154346494461,4.32756591261366,6.23466276590596,18.7278267280157,8.72026915348703,40,23.345,10.6111,8.5425,7.40724599120241,1.38040574834134,8,8,7.45,4.80357772648252,6,7.40632156066089,3.69568454568563,1.39185169402624,3.70451957659769,0,0,0.765625,196.970887806231,7.66509734694923,11.7565798797109,6.13988771633739,5.05804749321525,4.39632611912713,3.422,1.77481585408629,98.2251841459137,23.345,356.5,4.5,0.804244601823719,12.6530867283179,81.6562633909441,80,17.7666359512663,131,8,-0.10509672212356,2.727966107568,1.7056,2.415,3.422,5.8855,11.5848
"28",1,"ARNO_05_6.CSV",8.567847443499,4.36987361879468,7.12769880541632,19.0957954442377,9.5930396837084,40,26.449,11.4756,9.382,7.9631975224545,0.194969905261358,8,8,9.325,6.26093914475768,7,6.81615526851153,3.41417411993314,1.14751294581814,2.94879732817026,0,0,0.763888888888889,497.230497050195,13.3085555190436,17.8916977128145,6.0642827373028,5.25767147082888,4.34484231290509,3.581,0.600563027838596,99.3994369721614,26.449,399.75,4.275,0.820948664773202,14.4019933554817,84.6426458556234,83,18.4442679739719,150,12,-0.151142279182585,3.10499349350384,1.816,2.171,3.579,6.559,11.583
"29",1,"ARNO_06_1.CSV",6.43932843968818,2.92017453308686,5.77886291565213,8.52741930368903,7.0554365262026,40,26.149,10.02985,7.739,7.37931141842948,1.38368580104193,8,8,6.775,5.4935276602422,5,6.88863983430813,3.54423380762048,1.44527711412446,3.26370311037889,0,0,0.784259259259259,422.366673847854,10.703273997035,17.5444179040585,5.6281751177811,4.17324167145319,2.55161554859726,3.811,1.86711759317973,98.1328824068203,26.149,354.95,4.775,0.623911203938435,9.64109394423726,68.6987363584147,69,13.9761254075417,114,17,-0.190396269696282,2.93578430548209,1.814,2.571,3.811,5.037,6.4528
"30",1,"ARNO_06_2.CSV",5.16165373564443,2.81356524669143,4.50924535451636,7.91614939738982,5.86181839953672,40,27.117,10.239525,7.4585,7.42431872597926,1.13798864258924,8,8,4.875,3.67379842558011,4,7.77032348282495,3.69847020542619,1.43066404704351,3.32926720961628,0,0,0.788392857142857,229.131631216425,7.36593279178024,13.2240185013256,6.66228075595391,3.44100832408435,2.33754477333803,2.867,1.29633010772321,98.7036698922768,27.117,410.9,5.575,0.589468199641965,9.45446894462212,66.1245529658404,65,13.640596822278,110,7,0.0255394753788461,3.09984568052339,1.5384,2.037,2.867,4.2555,5.327
"31",1,"ARNO_06_3.CSV",6.41982937287301,3.44447546890885,6.17962936859607,11.8644112559148,7.26512285865284,40,28.14,11.599975,11.3585,7.4829290751927,1.05107267163704,8,8,6.175,4.99172391988056,4.5,7.32778717157217,3.82681969095985,1.50130740914625,3.53850301373917,0,0,0.791379310344828,281.821520693596,11.1966780714034,12.5082341223272,5.95720297251732,3.84939762196188,3.09173862724244,2.571,1.35119595216191,98.6488040478381,28.14,434.925,7.425,0.727453204073872,12.8825340959085,68.8262516757009,68,16.0488315810856,122,12,-0.0117023485693517,3.24612985347169,1.487,1.925,2.571,4.379,9.1307
"32",1,"ARNO_06_4.CSV",7.29896534166142,4.21985536154223,5.80564281431963,17.8071792723367,8.40457582804171,40,26.217,14.634325,14.4605,7.64462439069176,0.685688824891801,8,8,7.075,6.37860003931415,4.5,7.40813796535283,3.60169927623648,1.29168122003799,3.31423155135111,0,0,0.773148148148148,1436.22005996723,23.0132742719175,30.1099529599887,8.37668581544283,3.76565734362083,3.15418046923324,2.721,0.643394934976049,99.356605065024,26.217,365.375,7.7,0.748354488421737,12.944791891309,70.0535960319647,69,15.4856890637563,121,10,-0.148188863028617,3.13104921219287,1.41,1.813,2.721,4.245,7.337
"33",1,"ARNO_06_5.CSV",6.75094678909525,3.75657205213732,5.40999994910472,14.1118335828992,7.70745609526495,50,29.175,12.63496,11.4035,7.48151127041106,1.18882444441481,8,8,6.84,6.32894226581991,4,5.64007901671652,3.35293316235063,1.07602291404246,3.09089399081915,0,0,0.789333333333333,1383.02909681494,20.383255963021,31.1054974748983,6.92097376940086,3.56293222876535,2.91625666960519,2.6175,1.40235201495842,98.5976479850416,29.175,406.58,5.34,0.717830650037299,12.4477686362503,72.8908074658149,71,16.5003808618128,126,12,-0.0657991138363888,3.00919755810791,1.4643,1.84975,2.617,4.17025,6.2804
"34",1,"ARNO_06_6.CSV",7.3347352845558,4.09179016997839,6.25492668010152,16.7427467951318,8.36558407583128,30,23.981,12.9014333333333,13.784,7.8332090780632,0.367291111636431,8,8,7.5,6.82161877845872,5,6.77921449535631,3.90942153272783,1.2924374119867,3.71747705519206,0,0,0.749333333333333,1222.71638845428,22.9941807812295,26.3435768007007,7.56632002606165,3.64519198240866,3.74742019967593,2.295,0.905129064699961,99.0948709353,23.981,397.866666666667,8.96666666666667,0.970212342482704,13.1684053651267,69.9301420838972,68,17.1417667481214,124,13,-0.00491475156620296,3.15653097899966,1.534,1.861,2.294,3.557,6.555
"35",1,"ARNO_06_6part4.CSV",10.0866998765713,5.76282691542542,8.18519896362149,33.2101740571517,11.4730410550761,10,22.183,13.6621,10.277,7.8775008978566,0.288379049406034,8,8,9.8,6.19677335393187,9.5,6.02061474766997,3.72206848675294,1.19546519835745,3.71467326191478,0,0,0.708695652173913,298.312655740816,12.5316335309183,11.8857400605759,7.00644486566158,6.26367752161383,5.84598471647999,3.7095,0.201322979580099,99.7986770204199,22.183,347.9,3.3,0.889228058957203,16.6877323420074,75.3487031700288,77,19.0127028068297,120,13,-0.270819117333126,2.45513099245495,1.293,1.57125,3.451,10.655,17.6526
"36",1,"ARNO_11_1.CSV",10.4141618603544,5.06639332616896,10.0300487065986,25.6683413354493,11.5441542440865,30,26.314,15.3756,17.19,7.87054749200068,0.608611490052923,8,8,10.4666666666667,7.44975506810208,8,6.98699382978273,3.43390863953038,1.14332679708118,3.20469907406158,0,0,0.765432098765432,1339.70846100656,26.2446861653481,25.513230079489,7.88908682098033,6.13168531533198,5.19335573521436,4.3765,0.432740999907932,99.5672590000921,26.314,362.166666666667,6.53333333333333,0.868022503606403,16.130473637176,83.7039023488071,84,22.635842884397,139,11,-0.318547657110478,2.72126445110367,1.84,2.555,4.3755,7.686,14.5759
"37",1,"ARNO_11_2.CSV",10.6903774684256,6.23060461542665,9.40438591630872,38.8204338737758,12.3342650143554,40,26.943,15.907625,17.8885,7.71567761296525,0.864299452199795,8,8,11.175,8.28928099940999,8,7.28058400675649,3.40681439281348,1.30229977539729,3.03487921302775,0,0,0.735714285714286,979.070524184,21.6619684402416,22.57940759803,8.13127817462944,6.19146890839412,5.28031202002285,3.8795,0.948998959162428,99.0510010408376,26.943,408.45,8.025,0.896114265276301,19.5309852875613,84.2960810977871,84,21.2130486579547,145,8,-0.299192695101317,2.6024698949559,1.5142,2.291,3.879,8.38,14.014
"38",1,"ARNO_11_3.CSV",7.79877315102841,4.72359609571993,5.62314085804697,22.3123600755006,9.08710150349464,40,27.17,12.54375,8.056,7.39462645110332,1.34567787428731,8,8,8.25,7.35805855107349,6,7.23809140865234,3.59649472202811,1.34328402228416,3.41103473080149,0,0,0.789285714285714,1197.24085471938,20.8668171891646,27.6010288778039,8.25628666066513,4.51875094610466,4.13259545180879,3.332,2.05151147184763,97.9484885281524,27.17,391.3,8.7,0.830415437605859,14.376871450697,78.3897298708078,77,17.0934121869965,133,9,-0.220992242043774,3.16921459175323,1.709,2.3075,3.332,4.7685,7.352
"39",1,"ARNO_11_4.CSV",8.53181614954864,6.24877283003581,5.83217366011294,39.0471618813937,10.5291438229354,40,27.151,13.3421,14.658,7.6285852242899,0.968870097516343,8,8,7.975,7.31870627491373,4,7.38221512290721,3.82761910993105,1.32099768952047,3.6757425736593,0,0,0.791964285714286,478.604974033788,14.1833558644379,16.656451916795,8.31375710309309,5.6200698018528,5.75445850780849,2.862,0.987324033377923,99.0126759666221,27.151,392.6,6.75,0.832957989539271,15.5422273117664,77.0995882655687,75,18.4887219768551,131,11,-0.103763613617255,3.04678538509733,1.557,2.114,2.862,5.607,17.5544
"40",1,"ARNO_11_5_2.CSV",8.60931979201356,6.70253936146331,6.32203140094914,44.924033891965,10.7028976349363,10,24.084,13.6501,13.169,7.54414356569179,1.32837884491036,8,8,10.5,8.75912222898061,8.5,6.84320136824647,3.90024813872817,1.33777783547476,3.33649031193135,0,0,0.704,553.622024709837,17.0712405089597,16.1924294716725,6.80016247273222,5.04174432320849,5.55988529054778,2.565,2.94791070406411,97.0520892959359,24.084,349.6,4.4,0.7691096654285,15.043956043956,73.788263049248,73,18.3304152105284,124,15,-0.285417131618277,2.99353639400705,1.234,2.008,2.563,4.515,16.2284
"41",1,"ARNO_11_5.CSV",6.92166898898259,4.14833315516141,5.20725504943283,17.2086679662114,8.03396211677117,30,26.589,11.2080666666667,6.5475,7.73408222078169,0.664656611020399,8,8,6.6,5.49356990897791,5,6.52011228931545,3.83416484083485,1.22357129307276,3.48780563427763,0,0,0.796428571428571,913.044921277428,15.3578032228694,26.0227362405465,8.0112658388191,4.17800830274428,3.85016003615601,3.127,0.521648408972353,99.4783515910276,26.589,383.533333333333,5.96666666666667,0.717192589618647,11.6544440015943,77.7260968362175,76,17.8955627394655,130,14,-0.174057737268766,3.00945069922526,1.7895,2.286,3.127,4.314,6.838
"42",1,"ARNO_11_6.CSV",6.74763022101794,4.11405010967905,5.40909589094097,16.9254083049502,7.87608955617704,40,24.269,11.032875,7.9585,7.27383037056824,1.52016996011994,8,8,6.75,6.03727736224848,4.5,5.24727840835216,3.39825523880664,1.04038254044936,3.64591959910348,0,0,0.759,704.704753283387,15.124461900382,21.8164022127225,6.59970107399007,3.59806874839373,3.29798379395861,2.441,2.13167326919449,97.8683267308055,24.269,397.7,5.6,0.745552269092273,12.4450396400257,77.5866743767669,75,17.426181180795,134,11,0.0218414622402527,3.23294384432778,1.453,1.975,2.44,3.553,6.696
"43",1,"ARNO_12_1.CSV",15.2211576288255,6.68286031194431,17.7421366502408,44.6606219489604,16.5967180210888,50,28.561,18.48764,20.5445,7.38073968906054,1.45086714054342,8,8,15.3,7.67516535752202,18,7.52574931959191,3.44752371459584,1.73149760136992,2.96065533729955,0,0,0.774,504.826465105727,12.9230238606893,18.379932518967,7.11275403121544,11.5981783357317,7.55499452825127,12.759,2.19364231982528,97.8063576801747,28.561,412.22,5.06,0.935834123399005,21.8107800341621,98.1839924576986,105,20.6481297892451,140,8,-0.969828827650461,3.61167771773096,1.872,3.4205,12.752,17.65,21.037
