,siteID,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft,notes,siteName,latitude,longitude,mat,map,xmin,ymin,xmax,ymax
2224,UMBS,CMSBP541NS.CSV,12.41648421,2.830732432,13.19764029,8.013046101,12.72720708,40,17.911,14.5599,14.8235,8,3.48E-16,8,8,13.275,3.210459668,14,6.095702578,3.570848184,1.04117098,3.725372104,0,0,0.601315789,170.3277891,10.205729,8.134548835,2.266084161,8.477548585,4.822238943,9.357,0,100,17.911,477.9,2.525,0.822929453,13.97184599,65.32415886,69,16.9446676,112,11,-0.487362683,2.774731204,1.931,2.944,9.356,12.883,14.187,UMBS-LTREB,UMBS_BP54,NA,reference,burn,1954,unmanaged,NA,MF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2296,UMBS,ltreb_bp_54_1.CSV,13.23660755,2.377792901,13.71219933,5.65389908,13.44322621,40,18.312,14.835875,15.368,8,4.50E-16,8,8,14.05,2.427935706,15,6.094722006,4.069481383,0.901687354,4.061531176,0,0,0.643421053,166.703507,9.104003024,9.155361049,2.03402113,9.461096994,4.745645565,11.478,0,100,18.312,437.525,2.6,0.815801077,13.15911127,70.80949931,76,17.41235031,118,10,-0.915660757,3.409314018,2.613,5.418,11.473,13.698,14.499,UMBS-LTREB,UMBS_bp54,NA,treatment,burn,1954,,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2166,UMBS,Pearsall_NW_9213_081414.CSV,9.947243998,3.042878014,9.390574972,9.259106609,10.39111602,40,24.444,13.781225,12.485,8,4.72E-16,8,8,11.325,4.632037266,11,6.082105822,3.190869012,1.285252179,3.002988065,0,0,0.705,333.3181878,14.29367473,11.35821511,4.789309042,5.829241321,3.618352061,4.879,0,100,24.444,206.075,4.55,0.869270751,16.14264515,64.36610828,67,16.82207275,114,8,-0.273946035,2.929146629,2.0862,2.745,4.879,8.088,10.8628,UMBS-Pearsall,UMBS_Pearsall_NW_9213,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1788,UMBS,fhd_062511_9s.CSV,10.05914302,4.545474901,9.24987491,20.66134207,11.0197311,50,21.738,13.3236,13.378,8,3.11E-16,8,8,10.04,6.003264418,9.5,6.081590767,3.532608416,1.101433936,3.368090007,0,0,0.713913043,439.7416307,15.0761265,14.57573465,5.442934578,5.764504684,4.754018678,3.553,0,100,21.738,262.74,5.38,0.88042979,15.94828348,66.2959409,66,17.48688546,118,10,-0.196080425,2.743153849,1.839,2.388,3.553,7.593,13.5558,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2026,UMBS,Pearsall_NW9435_092516.CSV,11.81124724,3.32736136,11.84642671,11.07133362,12.2596946,40,22.247,16.000925,17.91,8,3.76E-16,8,8,12.5,5.233031185,11.5,6.079777767,3.391373931,1.249255351,3.232062306,0,0,0.67173913,573.6003157,18.44545551,15.27630475,4.555230577,7.655482525,4.483817211,6.97,0,100,22.247,199.7,4.8,0.93294834,18.58272209,71.41337843,72,18.06817684,130,10,-0.23217698,2.932095141,2.7497,4.17,6.967,10.206,13.9425,UMBS-Pearsall,UMBS_Pearsall_NW_9435,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1733,UMBS,ahd_041910_2s.CSV,12.3711524,5.292195729,14.10160135,28.00733564,13.43475347,50,21.352,15.04246,17.0355,8,4.01E-16,8,8,13.16,6.328942266,16,6.07848344,3.825874635,1.24404393,3.41183825,0,0,0.696363636,434.6465264,14.28032057,15.18943615,5.482711478,8.822615308,6.196192506,6.681,0,100,21.352,139.92,3.66,0.918984866,16.75015015,49.65207439,49,15.6521689,102,6,0.206222286,2.925059489,1.84,2.646,6.6525,15.117,17.1585,UMBS-AmeriFluxHD,UMBS_AmeriFluxHD,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2085,UMBS,RNA_4776_2012.CSV,15.33613746,7.878946682,12.61946628,62.07780082,17.2116322,60,31.174,18.94906667,15.724,8,3.47E-16,8,8,16.88333333,9.83954606,13,6.06605223,3.31842986,1.056176673,3.099589844,0,0,0.7453125,2137.929384,26.3148682,38.01916747,9.047714329,8.393450361,7.024512138,6.269,0,100,31.174,247.0666667,4.75,0.957161698,26.06791671,69.57042586,72,15.82617844,121,9,-0.457986021,3.501103188,1.891,3.133,6.268,11.256,20.9274,RNA-Unknown,UMBS_RNA_4776,NA,,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1957,UMBS,bs_42b.CSV,17.81372938,7.125517685,19.98948085,50.77300228,19.15287529,40,26.89,21.117925,24.397,8,2.84E-16,8,8,19.975,8.22281847,24,6.062995043,3.787270282,1.040379969,3.673702685,0,0,0.682142857,2227.655692,32.64347712,34.08898786,7.438785696,11.66368173,9.196787316,9.238,0,100,26.89,441.65,4.05,0.847809997,18.68160377,64.16193874,66,17.89033356,116,10,-0.218944515,2.551134039,1.731,2.358,9.213,21.5795,23.569,UMBS-LTREB,UMBS_bs42b,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1680,UMBS,ahd_041910_22s.CSV,13.84757395,3.304453791,14.42752791,10.91941486,14.22871502,50,21.992,17.43552,17.953,8,3.11E-16,8,8,15.52,5.063837377,17,6.059684852,2.894505736,1.274620695,2.408091554,0,0,0.567826087,510.6707212,18.13666618,13.48080342,3.680660118,9.240585204,4.811098387,8.4565,0,100,21.992,153.4,3.86,0.914799,19.34139848,58.41296973,58,19.22497408,127,8,0.008296492,2.447728029,3.032,5.45725,8.455,12.804,16.0523,UMBS-AmeriFluxHD,UMBS_AmeriFluxHD,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2075,UMBS,Pearsall_NE_9218_082414.CSV,17.77982336,7.551308325,19.60849813,57.02225742,19.28001089,40,31.63,23.4317,26.81,8,4.50E-16,8,8,19.525,9.602316761,23.5,6.057166652,3.078267724,0.994190809,2.962307653,0,0,0.704545455,2456.687841,38.70456734,30.96198167,8.084772176,11.06851991,8.613811718,8.843,0,100,31.63,216.7,5.1,0.946485012,26.92035398,76.54265266,77,21.93568081,137,11,-0.23868957,2.771222783,2.1934,2.94775,8.8415,19.405,24.7738,UMBS-Pearsall,UMBS_Pearsall_NE_9218,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2046,UMBS,fhd_042010_1n.CSV,13.39055498,3.550722132,13.67333996,12.60762766,13.84422037,50,22.452,17.2465,18.364,8,2.54E-16,8,8,15.52,5.115961417,17,6.055133176,2.768293176,1.040703713,2.507014502,0,0,0.535652174,710.9696822,22.83949942,13.75961295,3.658558896,7.632008402,5.256033364,6.769,0,100,22.452,195.32,3.34,0.914902663,19.48319213,54.61178279,54,19.25607963,120,8,0.217651871,2.594233774,1.699,3.004,6.7635,11.073,16.232,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1862,UMBS,fhd_062511_26n.CSV,13.15752307,3.873842978,14.15000495,15.00665942,13.70499688,50,23.235,17.42284,18.4235,8,3.81E-16,8,8,14.94,5.68711397,16,6.054359128,2.964378866,0.994874813,3.023950467,0,0,0.62,803.5168612,21.77638857,18.1467838,4.638218546,7.846937801,5.05417062,7.148,0,100,23.235,274.08,3.96,0.94354332,20.73967684,67.60884801,70,17.7222085,122,10,-0.39951944,2.970976786,2.035,3.342,7.1465,11.7965,14.397,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2260,UMBS,fhd_042010_30s.CSV,14.18580271,4.975572236,15.71252443,24.75631908,15.01659719,50,22.817,17.88378,20.4065,8,3.36E-16,8,8,15.08,7.39508938,18,6.037994868,3.067338752,0.976755313,2.908956502,0,0,0.570833333,872.2280929,22.87491887,18.68063649,5.4755029,9.71173331,6.044264972,9.703,0,100,22.817,170.58,4.62,0.941424847,21.05461618,56.88607298,55,19.99287123,117,7,0.183182086,2.348466575,1.932,3.361,9.703,14.654,18.068,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1991,UMBS,f_f_out_081111_330-370.CSV,12.52948066,4.635588822,13.20797541,21.48868373,13.339391,40,22.14,16.3278,18.812,8,2.46E-16,8,8,13.7,5.95366726,16,6.037802601,3.281416736,1.086567127,3.220711734,0,0,0.660869565,646.8149736,19.96993314,15.74854736,4.980134002,7.514516908,5.669625419,4.954,0,100,22.14,214.525,4.525,0.942213097,19.25316456,74.5339319,74,22.39118456,141,10,-0.006120447,2.690671758,1.907,2.612,4.953,11.854,17.182,UMBS-FASET,UMBS_faset_f,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1870,UMBS,ahd_062911_7n.CSV,10.22655481,4.377140042,9.36882334,19.15935494,11.10669128,50,20.904,12.8438,13.399,8,4.21E-16,8,8,10.84,5.37325197,10.5,6.034466903,3.758878268,1.168587648,3.589769379,0,0,0.696363636,223.1293481,10.9972152,10.10893694,5.016542923,6.424996326,4.762276863,4.532,0,100,20.904,223.28,4.72,0.919384022,16.79554351,79.09329629,82,20.39618765,136,8,-0.412895769,2.887899479,1.652,2.351,4.528,8.96325,13.811,UMBS-AmeriFluxHD,UMBS_AmeriFluxHD,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2107,UMBS,Pearsall_NE_9210_081414.CSV,13.96203386,3.771726529,14.69916778,14.22592101,14.45021324,40,24.999,18.38575,18.855,8,4.02E-16,8,8,15.6,5.338779271,16,6.021595351,3.150898897,1.173259637,3.024018187,0,0,0.693269231,855.9120955,21.66736159,19.65801458,3.61420654,8.836939507,5.672957746,8.464,0,100,24.999,193.95,4.025,0.925673959,20.05142857,70.40681027,73,20.51365336,120,9,-0.339550849,2.369287849,2.198,3.16125,8.4635,13.93525,16.2203,UMBS-Pearsall,UMBS_Pearsall_NE_9210,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1790,UMBS,ahd_041910_31n.CSV,12.94315675,3.794199675,13.50011393,14.39595117,13.47714134,50,21.054,15.38376,16.5535,8,3.59E-16,8,8,14.46,4.518488098,15.5,6.020354044,3.326771764,1.045596361,3.219453735,0,0,0.616363636,241.7639265,12.26495715,9.556921711,4.051372101,8.434660889,4.975082785,7.168,0,100,21.054,151.28,3.56,0.929185258,18.23510137,58.63376555,59,19.09947031,120,8,-0.132791114,2.360113198,2.737,4.11025,7.163,12.78,15.9494,UMBS-AmeriFluxHD,UMBS_AmeriFluxHD,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1727,UMBS,fhd_062511_14n.CSV,11.26005041,4.225704864,11.43007023,17.8565816,12.01200171,50,23.142,15.26118,15.7325,8,4.40E-16,8,8,12.46,6.522206963,13,6.018420165,3.164357821,1.012050812,3.139386131,0,0,0.650833333,666.5819009,19.4893148,16.93365022,5.412036901,6.179482053,4.553681065,5.042,0,100,23.142,282.62,5.56,0.93355396,19.75036562,69.68269027,71,16.78774025,121,10,-0.196948867,2.932635068,1.738,2.5405,5.039,8.1965,12.837,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2243,UMBS,CMSCP3EW.CSV,15.07718032,5.589203185,15.97396481,31.23919224,16.05551553,40,30.219,21.58425,23.501,8,4.27E-16,8,8,15.65,8.603964501,18,6.018121588,3.183033519,1.217826627,3.017417059,0,0,0.729032258,2871.445543,44.79275374,29.4118132,6.518073601,7.619103217,6.591720807,4.413,0,100,30.219,428.35,6.45,0.925292316,23.28712871,63.61118571,63,17.97902226,117,7,-0.086559337,2.604853611,2.235,2.932,4.4125,9.004,19.4072,UMBS-LTREB,IP_CP3,NA,reference,,NA,unmanaged,NA,ENF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2269,UMBS,fhd_042010_50n.CSV,12.79104109,3.566513375,12.80525364,12.72001765,13.26937638,50,23.23,15.946,16.4985,8,4.21E-16,8,8,13.58,5.075310386,14,6.013159191,3.106621753,1.132141634,2.95658376,0,0,0.618333333,316.833577,13.42682957,11.6856247,4.320478049,8.839935537,4.572922506,8.313,0,100,23.23,147.18,3.58,0.871525742,18.14881467,59.51910785,60,18.5670914,119,10,-0.060137859,2.513083464,2.8732,6.0515,8.309,11.759,14.967,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2090,UMBS,Pearsall_NE_9111_082414.CSV,11.44452532,3.775438722,11.88679584,14.25393754,12.03639269,40,19.77,13.98255,14.723,8,3.76E-16,8,8,12.7,4.815573028,14,6.011945959,3.562747914,1.230484937,3.288019815,0,0,0.696428571,258.2271944,11.45451066,11.27037621,4.068074558,7.364192874,4.900500869,5.78,0,100,19.77,169.925,4.325,0.926433568,16.20358834,73.82022968,75,18.963906,127,12,-0.192036141,2.745314616,1.9524,2.737,5.778,12.172,14.3194,UMBS-Pearsall,UMBS_Pearsall_NE_9111,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1928,UMBS,Pearsall_NE9404_092516.CSV,13.50766852,3.951716301,13.80050319,15.61606172,14.05997045,40,22.375,16.6488,17.369,8,1.42E-16,8,8,15.125,5.018874631,16,6.011816458,3.136442459,0.928646201,2.786722116,0,0,0.668478261,385.3444689,15.73707881,11.73408793,4.356806088,8.637018557,5.135150744,8.226,0,100,22.375,215.675,4.675,0.949742897,19.48167539,79.62537694,82,20.20532571,129,10,-0.532933452,2.943678381,2.145,3.761,8.221,11.879,15.9228,UMBS-Pearsall,UMBS_Pearsall_NE_9404,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2056,UMBS,RNA_4408_2012.CSV,11.33041368,3.749994478,10.94779412,14.06245859,11.92503075,60,25.031,14.48881667,14.52,8,3.27E-16,8,8,11.65,4.700613014,11,6.004193262,3.167406303,1.135455588,3.037406679,0,0,0.703205128,221.5516787,11.04703058,9.975710203,4.536467858,7.442677819,4.264391802,7.009,0,100,25.031,247.7,4,0.870160001,17.13992164,79.23547627,79,16.73274651,140,10,-0.373644791,3.480720134,2.029,4.679,7.003,9.4315,14.5107,RNA-Unknown,UMBS_RNA_4408,NA,,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2030,UMBS,fhd_042010_41n.CSV,14.11901394,3.922135561,14.29164907,15.38314736,14.64315673,50,23.287,18.18246,18.92,8,4.40E-16,8,8,16.26,5.833786183,18,6.002961064,3.070602605,0.960032379,2.987596227,0,0,0.556666667,869.067288,24.90239114,15.77777561,4.396115805,8.806451434,5.621752929,8.346,0,100,30.121,216.94,3.2,0.920892454,20.55665311,56.06650678,55,19.47571354,117,10,0.151325622,2.526256366,2.084,3.854,8.345,11.6765,17.6606,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1717,UMBS,ahd_041910_15n.CSV,13.76340183,4.275253954,15.16309743,18.27779637,14.39942604,50,21.144,17.03572,18.8495,8,2.84E-16,8,8,14.9,5.796726733,18,6.00170238,3.044410755,1.020626198,2.946635502,0,0,0.589090909,597.9800081,18.94452748,15.46237001,4.527827289,8.853006466,5.830936396,8.151,0,100,21.144,157.86,3.52,0.949043167,19.47607245,56.08216052,56,19.14094962,132,5,0.079977913,2.578851199,2.0748,3.038,8.149,13.761,17.7206,UMBS-AmeriFluxHD,UMBS_AmeriFluxHD,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1945,UMBS,Pearsall_NW_9112_082414.CSV,14.02516888,6.926081477,14.81176856,47.97060463,15.60373999,40,25.731,18.11715,21.4605,8,3.48E-16,8,8,14.375,8.568539654,13.5,5.98176117,3.17147259,0.993362302,3.20580549,0,0,0.686111111,1092.448813,24.14470701,22.57170654,7.569916727,8.58519156,7.169806224,4.916,0,100,25.731,217.55,4.725,0.94794499,22.60889239,68.44176153,68,18.65980839,130,11,0.056522008,2.784419138,1.888,2.532,4.908,12.191,20.8848,UMBS-Pearsall,UMBS_Pearsall_NW_9112,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2242,UMBS,Pearsall_NW_9446_082714.CSV,12.11935648,2.644591205,12.40150781,6.99386264,12.39749239,40,17.519,14.4173,15.0225,8,2.46E-16,8,8,13.025,3.489820361,14,5.971908347,3.367109516,0.980744905,3.389851028,0,0,0.552631579,87.96410555,7.803686902,5.202554785,2.406678275,8.619405,3.788462627,8.3065,0,100,17.519,190.125,3.075,0.839793673,14.22244094,73.71315789,75,17.51097144,139,11,-0.559153382,3.524721468,3.605,5.447,8.302,11.729,13.907,UMBS-Pearsall,UMBS_Pearsall_NW_9446,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1907,UMBS,Pearsall_NE_9424_082714.CSV,11.99889161,3.644777339,13.02761351,13.28440185,12.52699851,40,20.591,15.357775,16.157,8,3.76E-16,8,8,12.85,5.091722795,14.5,5.966987744,3.071895625,1.090140768,2.722380399,0,0,0.6,315.2464834,14.51171554,10.23018063,3.740488495,7.478326482,4.53686423,5.779,0,100,20.591,200.825,3.375,0.873872345,16.72570194,70.73741903,73,18.68510731,122,9,-0.539400191,3.002192392,2.7938,3.921,5.776,11.165,15.108,UMBS-Pearsall,UMBS_Pearsall_NE_9424,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2010,UMBS,CMSPSA2EW.CSV,13.2874493,1.689985589,13.68520989,2.856051292,13.39182433,40,16.552,14.612425,15.123,8,3.18E-16,8,8,13.975,1.716996483,14.5,5.964298233,3.539254111,0.880727884,3.426041835,0,0,0.519444444,50.57239533,5.166046472,4.887162691,1.66457753,10.35585782,3.332818478,11.19,0,100,16.552,376.4,2.2,0.701948846,12.62827004,67.35293336,70,15.17601977,112,9,-0.807567968,3.751041564,4.558,8.64075,11.1895,12.8515,13.79,UMBS-LTREB,UMBS_PSA2,NA,,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2207,UMBS,CMSDNR2EW.CSV,8.803491985,2.052786909,8.794100891,4.213934094,9.033828472,40,13.183,10.164475,10.5565,8,3.18E-16,8,8,9.475,2.490880804,10,5.962845103,3.860315879,1.010163527,3.858811917,0,0,0.519642857,30.21231395,4.407443193,3.284320089,1.839109902,5.986523967,3.002546585,5.726,0,100,13.183,340.175,2.3,0.849489289,10.85686422,61.58094398,63,13.08431982,109,7,-0.387323549,3.239173077,2.2226,3.1265,5.723,8.696,10.308,UMBS-LTREB,UMBS_DNR2,NA,,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2216,UMBS,CMSBF7NS.CSV,12.07935764,3.212767253,12.73220701,10.32187342,12.48898345,40,18.478,14.936525,15.6825,8,4.02E-16,8,8,13.2,4.064858783,14.5,5.958574214,3.438381803,0.879541151,3.240713284,0,0,0.536842105,201.7137784,11.9719689,7.64105615,3.025852675,7.692840118,4.385370365,6.876,0,100,18.478,405.425,3.075,0.921576275,16.43725126,67.54576857,70,14.82727032,114,9,-0.726213853,3.723039681,2.15,4.363,6.876,10.507,14.647,UMBS-LTREB,UMBS_BF7,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1770,UMBS,AM_D8_2012.CSV,6.557153172,2.70965038,6.099902144,7.342205181,7.082012975,40,22.422,9.028525,8.1415,8,3.48E-16,8,8,6.775,3.964505983,6,5.956453328,3.433557834,1.238747424,3.438820103,0,0,0.717391304,192.506528,7.900740566,11.40547353,5.158104134,3.692211055,2.357627771,3.077,0,100,22.422,253.85,4.65,0.621774745,10.29546147,59.56695241,58,13.09384337,116,13,0.221412969,2.88374225,1.675,2.125,3.077,4.696,5.956,UMBS-AmeriFlux,UMBS_AF_D8,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1898,UMBS,fhd_062511_47s_bad.CSV,10.4252122,3.053825862,10.90045592,9.325852398,10.85469413,50,20.6,14.29228,15.089,8,4.40E-16,8,8,10.76,4.736139821,10,5.955814586,3.374996743,1.114765395,3.230152573,0,0,0.645454545,369.5950032,14.95072876,12.08597173,4.345718667,6.165088891,3.890453099,5.806,0,100,20.6,248.74,4.92,0.903870217,16.93009795,70.87136996,74,18.39799851,126,8,-0.449070081,3.00428467,1.686,2.536,5.799,9.253,11.835,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1943,UMBS,I2_Susan_4.CSV,12.17977678,3.009946311,12.44151927,9.059776792,12.53715457,40,19.746,14.848125,14.8755,8,3.48E-16,8,8,13.25,4.180234321,13.5,5.945403977,3.268303036,1.074874982,2.882695597,0,0,0.613095238,262.6811037,11.97127287,10.9256455,3.162685715,7.576005557,4.499046227,6.304,0,100,19.746,252.05,2.575,0.89735934,16.55823797,71.25920413,74,18.51624224,126,10,-0.527886266,3.368427465,1.9831,3.912,6.299,11.54,13.635,UMBS-AmeriFlux,UMBS_AF_I2,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2257,UMBS,fhd_042010_28s.CSV,14.94231884,4.24509337,16.39338985,18.02081772,15.52202608,50,23.033,19.30836,20.765,8,3.11E-16,8,8,17.32,5.694393949,20,5.941535548,3.108613489,1.040444318,2.965134429,0,0,0.5725,1132.025059,27.32397186,19.6322597,4.065593431,9.425086235,6.096681224,8.348,0,100,23.033,171.28,3.9,0.930207811,20.67800739,53.32741295,52,18.5141677,109,9,0.169554435,2.458957032,2.2263,3.84975,8.3225,14.4565,18.6121,UMBS-FASETHD,UMBS_fasetHD,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1998,UMBS,AM_A5_2012.CSV,13.25296912,4.410435277,13.96278428,19.45193933,13.95015525,40,22.537,16.68555,17.658,8,3.76E-16,8,8,14.475,5.922523284,17,5.93671592,3.452005634,1.177659268,3.31326894,0,0,0.675,573.6544852,19.76312887,13.53045537,4.346012661,8.016288899,5.966075575,6.347,0,100,22.537,215.425,3.725,0.938233006,19.53914091,64.15141663,66,19.08685522,120,9,-0.206434711,2.450163308,1.627,2.532,6.347,12.851,17.4502,UMBS-AmeriFlux,UMBS_AF_A5,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2315,UMBS,Pearsall_NW_9436_081414.CSV,12.79426706,5.25066849,13.17766117,27.56951959,13.80483796,40,23.139,16.9995,19.121,8,4.27E-16,8,8,14.2,6.544522078,17,5.935011145,3.094192824,1.078224645,3.008828167,0,0,0.638541667,634.3960526,19.54694416,15.88436421,5.452247257,7.939411323,6.071848624,5.8135,0,100,23.139,209.875,4,0.946646176,20.67107296,64.23373063,66,16.8102544,117,11,-0.257218339,2.672200009,1.64,2.547,5.81,11.74,18.2496,UMBS-Pearsall,UMBS_Pearsall_NW_9436,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
2159,UMBS,Pearsall_NW_9149_081814.CSV,7.938619749,4.223396904,6.299438941,17.8370814,8.967320553,40,23.468,10.83675,8.008,8,2.84E-16,8,8,7.525,5.272023404,6.5,5.918302771,3.409419246,1.168163963,3.072768911,0,0,0.717708333,392.6374989,11.67498267,16.01038034,6.473212953,4.359716132,3.395661943,2.894,0,100,23.468,259.4,4.5,0.787440174,13.66344186,55.32320895,54,13.21330312,108,10,0.14591515,3.061577768,1.438,2.096,2.891,6.295,8.0695,UMBS-Pearsall,UMBS_Pearsall_NW_9149,NA,reference,,NA,,NA,,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1771,UMBS,AM_E1_2012.CSV,11.46620753,3.12520434,10.92783254,9.766902165,11.8742008,40,21.253,14.853975,13.918,8,3.48E-16,8,8,13.15,4.698881482,13,5.911597919,2.956830033,1.044312731,2.726335349,0,0,0.538636364,320.2705772,14.60648882,10.3402641,3.533600557,6.67259082,4.144215748,5.792,0,100,21.253,241.95,2.975,0.835661103,17.02147873,65.193425,68,18.36819877,114,10,-0.369571508,2.578370641,2.122,3.277,5.791,8.845,13.0416,UMBS-AmeriFlux,UMBS_AF_E1,NA,reference,,NA,unmanaged,NA,DBF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
1938,UMBS,I2_July4_AM.CSV,12.01025962,2.970367812,12.07256055,8.82308494,12.36320524,40,19.279,14.6827,14.6105,8,3.76E-16,8,8,12.825,4.193324977,13.5,5.906890596,3.500339131,1.030710756,3.310404406,0,0,0.6025,211.4893718,11.43534108,8.984561548,2.84208203,7.879076356,4.442339061,7.102,0,100,19.279,278.1,2.325,0.880011467,15.8204005,73.38654555,76,17.90724494,130,11,-0.541025524,3.311730264,1.938,4.36975,7.0975,11.7795,13.649,UMBS-AmeriFlux,UMBS_AF_I2,NA,treatment,stem-girdiling,2009,unmanaged,NA,BDF,,University of Michigan Biological Station,45.55,-84.7,5.5,817,NA,NA,NA,NA
