,siteID,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft,notes,siteName,latitude,longitude,mat,map,xmin,ymin,xmax,ymax
835,BCI,yr2013BCI_7R_10W.CSV,13.9912035,7.309412115,11.83730345,53.42750546,15.75724667,60,35.007,18.98133333,18.131,8,2.83E-16,8,8,15.86666667,9.484093135,12,6.196426899,3.231966764,1.155794108,2.938915722,0,0,0.778703704,2774.233194,35.39941383,39.00147041,9.664731242,7.869191114,7.157349252,5.501,0,100,35.311,270.3,6.416666667,0.9292803,25.1246976,65.93909287,67,16.6680066,118,10,-0.34903702,3.068197846,1.6916,2.979,5.4975,10.16325,20.32,BCI-Schnitzer2019,BCI_7R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
189,BCI,13C_60_40_W.CSV,9.394936071,4.29896845,8.378945896,18.48112973,10.31687621,60,27.039,14.49293333,13.249,7.650677267,0.936528508,8,8,9.616666667,5.974782222,8,6.195719944,2.958014343,1.008000122,2.921552746,0,0,0.711904762,547.5228451,15.37781852,17.63648329,5.97038791,5.991786473,4.686943727,4.312,0.754331011,99.24566899,27.039,260.9333333,4.716666667,0.879793904,18.59469757,70.36025765,70,19.10177666,124,7,-0.12112476,2.689964539,1.775,2.428,4.311,8.49175,14.2136,BCI-Schnitzer2019,BCI_13C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
305,BCI,yr2012BCI_4C_08W.csv,8.064358956,4.782093129,9.393693866,22.86841469,9.355274438,60,21.208,10.96135,12.943,6.666666667,3.006584112,8,8,9.083333333,6.282317576,8.5,6.195505546,2.572118975,1.61662346,2.367507959,10,0.166666667,0.678030303,260.7435538,11.07314321,11.75283171,6.545417051,5.613513421,3.761755366,4.5345,0.013220518,99.98677948,21.601,252.35,5.1,0.891037258,15.70242545,69.71248182,71,17.63697203,129,9,-0.235590318,2.884748613,2.029,2.631,4.526,7.675,11.784,BCI-Schnitzer2019,BCI_4C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
311,BCI,yr2012BCI_5R_01E.csv,11.6426721,4.150104919,11.295528,17.22337084,12.34860835,60,25.226,15.75195,16.4945,8,2.59E-16,8,8,11.76666667,6.285217164,11.5,6.191584026,3.0917627,1.168244231,2.934039031,0,0,0.673717949,773.509374,21.38677962,17.77962405,5.641291601,6.376027693,4.813314812,4.2615,0,100,25.226,218.6833333,6.7,0.903993723,19.64371825,71.34818431,70,20.74321911,141,9,0.102121117,2.670474678,2.128,2.638,4.254,9.343,14.094,BCI-Schnitzer2019,BCI_5R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
269,BCI,yr2011BCI_11R_11E.CSV,10.27837188,3.103168513,10.27451414,9.629654819,10.72912341,60,22.229,14.2461,13.1195,8,4.48E-16,8,8,10.8,5.12818731,11.5,6.184663561,2.864254363,1.067088477,2.606480277,0,0,0.617391304,348.2927012,14.68380526,11.51861816,4.521791121,5.843181546,3.595791848,5.202,0,100,22.229,222.75,4.05,0.83946889,16.01286617,80.37395147,83,19.16246851,140,13,-0.234339698,2.754713219,2.0274,2.863,5.198,8.281,11.0706,BCI-Schnitzer2019,BCI_11R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
584,BCI,yr2011BCI_9R_03E.CSV,10.6606178,3.215420952,10.52275269,10.3389319,11.12723632,60,24.22,15.50616667,14.926,8,4.01E-16,8,8,10.61666667,6.073258045,10.5,6.184104331,2.923382462,1.099419355,2.792603262,0,0,0.601333333,843.1809193,22.44596161,18.42171889,4.79021191,5.686685811,4.009585975,4.125,0,100,25.026,282,6.266666667,0.823846935,17.80187176,71.78677471,71,20.21262571,152,8,-0.005963803,2.774180616,2.3199,2.986,4.1195,7.73925,11.5612,BCI-Schnitzer2019,BCI_9R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
813,BCI,yr2013BCI_9R_04E.CSV,11.14973361,7.039634598,8.670482245,49.55645528,13.1547358,60,36.406,15.41315,11.536,8,2.83E-16,8,8,11.58333333,8.659846295,9,6.181212721,3.444333735,1.098019773,3.184772972,0,0,0.808108108,1234.590912,21.98809747,27.40646789,8.695995589,6.874890909,6.675365407,4.456,0.012537613,99.98746239,36.406,266.0833333,6.466666667,0.855728173,18.8683718,62.02012539,63,14.91227202,114,8,-0.308771094,2.895180562,2.126,2.727,4.455,7.882,15.446,BCI-Schnitzer2019,BCI_9R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
764,BCI,yr2013BCI_5R_05E.CSV,11.13055141,5.131195736,10.38622626,26.32916969,12.23844455,60,34.657,16.95858333,17.2735,8,4.17E-16,8,8,11.31666667,7.711957844,9,6.173644896,3.162854001,1.172503838,2.928873447,0,0,0.775925926,2286.722344,34.49004265,33.12339509,7.756583673,5.28494548,5.112334878,3.281,0,100,34.657,253.3333333,7.5,0.831458859,19.45324697,59.99736617,58,16.32864499,123,6,0.128726006,2.971988116,1.727,2.17,3.28,5.85,13.2176,BCI-Schnitzer2019,BCI_5R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
595,BCI,yr2012BCI_10C_04W.csv,10.01288326,5.986271667,10.33473035,35.83544847,11.64027586,60,27.633,13.1328,14.221,6.666666667,3.006584112,8,8,10.98333333,7.420748892,11,6.172125146,2.440370047,1.444983364,2.594523512,10,0.166666667,0.711494253,364.800437,13.85953382,13.1420607,7.467652379,6.924312704,4.718727768,5.583,0.012326656,99.98767334,27.633,270.6333333,4.6,0.885221076,19.25458435,73.62306602,75,18.22607999,130,11,-0.226679335,2.972755827,2.431,3.28225,5.579,9.089,13.088,BCI-Schnitzer2019,BCI_10C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
531,BCI,BCI_10C_04_01_12_4W_2.CSV,10.27882806,2.855331604,9.848845329,8.152918571,10.64892384,20,18.06,13.73965,14.8535,8,0,8,8,11.05,4.547700402,12.5,6.172125146,3.155882046,1.220230763,2.912986475,0,0,0.505263158,232.3502532,13.05421816,7.870047101,3.10616713,5.981078617,3.737149549,4.407,0,100,18.458,354.5,3.25,0.837534902,15.20826162,70.43345095,72,17.75634175,127,11,-0.145572983,2.976596328,2.3269,3.131,4.398,8.544,12.2263,BCI-Schnitzer2019,BCI_10C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
428,BCI,yr2011BCI_14R_11E.CSV,8.231704832,5.488353116,9.154861756,30.12201993,9.868178692,60,21.522,10.42501667,11.5365,6,3.493335058,8,8,9.066666667,6.84419008,10.5,6.169042147,2.449795241,1.728013064,2.747252658,15,0.25,0.710144928,337.1940706,11.6442582,14.19877888,6.896887548,6.115094655,4.225056226,5.073,0.029632556,99.97036744,21.522,168.95,3.483333333,0.924999096,17.20430108,74.69356113,75,19.92826672,140,9,-0.067992764,2.777163332,2.013,2.628,5.066,7.789,12.655,BCI-Schnitzer2019,BCI_14R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
676,BCI,yr2011BCI_7R_11W.CSV,11.83692946,4.368931379,11.67250435,19.0875614,12.60485361,60,33.559,16.49086667,13.924,8,3.66E-16,8,8,12.58333333,5.958306171,12,6.160822073,3.149372249,1.225867758,2.922091019,0,0,0.739047619,1566.062699,25.25104131,30.47043833,7.664920309,6.656291385,4.412713467,5.872,0,100,33.559,298.3333333,6.2,0.840591092,19.79330345,70.84502711,72,15.98363879,129,8,-0.287911934,3.258155536,2.0219,2.92875,5.867,9.483,12.056,BCI-Schnitzer2019,BCI_7R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
426,BCI,yr2011BCI_14R_09W.CSV,10.95452405,2.977334599,10.46575022,8.864521313,11.34541214,60,22.132,13.75418333,13.5675,8,3.84E-16,8,8,12,4.539842452,11.5,6.154383939,3.182294581,1.194404708,2.939921602,0,0,0.60942029,271.3904735,12.04489583,11.23881479,3.871373857,6.520019235,3.674123541,5.69,0,100,22.132,239.3666667,3.533333333,0.843064451,16.26202071,70.89441773,72,18.05071195,141,9,-0.207287247,2.908613753,2.525,3.746,5.686,8.488,12.2275,BCI-Schnitzer2019,BCI_14R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
727,BCI,yr2012BCI_9R_01E.csv,11.64582531,4.172190115,11.84738638,17.40717035,12.3588955,60,25.12,15.98736667,16.142,8,3.66E-16,8,8,12.5,6.171283964,12,6.153136256,2.866492555,0.952486689,2.734843668,0,0,0.645512821,849.6379824,22.22273177,18.86234808,5.287060783,6.124058631,4.630678263,4.557,0,100,25.12,250.0833333,5.233333333,0.858278724,18.83176304,68.35532284,69,17.86745908,139,11,-0.231606648,2.943292542,2.1818,2.92,4.556,7.697,13.3064,BCI-Schnitzer2019,BCI_9R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
423,BCI,yr2011BCI_14R_06W.CSV,10.63362823,2.450901246,10.41142712,6.006916919,10.90783438,60,24.305,13.92191667,13.7095,8,3.66E-16,8,8,11.41666667,3.655929322,11,6.152182059,3.209860807,1.127197489,2.838204835,0,0,0.649333333,251.1719606,12.06377377,10.2780019,3.879073222,6.334617286,3.593281822,5.769,0,100,24.305,217.35,3.816666667,0.817965506,15.79381208,75.64507215,77,18.46413542,137,13,-0.258370421,2.928391106,2.028,3.338,5.76,8.867,11.375,BCI-Schnitzer2019,BCI_14R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
350,BCI,BCI_12C_05E.CSV,10.83817935,4.089772587,10.56264751,16.72623981,11.57210442,60,23.256,13.95815,13.7775,8,3.47E-16,8,8,11.43333333,5.642954709,12,6.15120744,3.092060848,1.06296557,2.907352315,0,0,0.65625,399.3651392,12.95752966,15.21405812,4.839500467,6.375902468,4.608808889,4.702,0.01043569,99.98956431,23.256,319.6333333,4.1,0.889266179,17.70539779,70.48160518,71,18.88578035,143,5,-0.041711426,2.799967884,1.976,2.834,4.6935,9.18075,12.6303,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
649,BCI,yr2013BCI_12C_05E.CSV,10.83817935,4.089772587,10.56264751,16.72623981,11.57210442,60,23.256,13.95815,13.7775,8,3.47E-16,8,8,11.43333333,5.642954709,12,6.15120744,3.092060848,1.06296557,2.907352315,0,0,0.65625,399.3651392,12.95752966,15.21405812,4.839500467,6.375902468,4.608808889,4.702,0.01043569,99.98956431,23.256,319.6333333,4.1,0.889266179,17.70539779,70.48160518,71,18.88578035,143,5,-0.041711426,2.799967884,1.976,2.834,4.6935,9.18075,12.6303,BCI-Schnitzer2019,BCI_12C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
334,BCI,yr2012BCI_6C_11E.csv,9.637934001,3.643180655,9.268249802,13.27276529,10.2927802,60,28.972,12.98915,11.5085,8,2.83E-16,8,8,9.716666667,5.132454617,9.5,6.150535817,3.398384324,1.127568197,3.17272979,0,0,0.773888889,564.22526,13.83776761,19.30651309,5.957738471,5.742709319,3.774068076,5.071,0,100,28.972,226.9833333,6.066666667,0.841488969,15.71771515,72.55578421,74,18.14136404,132,8,-0.170113815,2.894297183,1.932,2.4895,5.065,8.422,9.9572,BCI-Schnitzer2019,BCI_6C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
168,BCI,12C_00_20_E.CSV,9.881229381,4.376031947,9.429562474,19.1496556,10.79208917,60,23.256,14.04246667,13.8285,7.726679748,0.671485879,8,8,10.03333333,5.7252538,10,6.148141431,3.147916258,1.085778438,3.038330459,0,0,0.654166667,320.8277497,11.10213246,14.05597398,4.815382867,6.375902468,4.608808889,4.702,0.462289632,99.53771037,23.256,321.0833333,3.933333333,0.887161495,17.689301,70.48160518,71,18.88578035,143,5,-0.041711426,2.799967884,1.976,2.834,4.6955,9.182,12.6305,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
260,BCI,yr2011BCI_11R_02W.CSV,11.26308848,4.159581953,10.72058303,17.30212202,11.99462027,60,28.363,15.13511667,15.402,8,3.47E-16,8,8,12.25,6.141343639,11,6.141088186,3.19814883,1.151636252,2.880569518,0,0,0.678735632,788.5252693,18.59841345,21.03863794,5.951142776,7.23836716,4.689471018,5.751,0,100,28.363,253.4666667,5.2,0.813906967,17.70731569,78.00993748,78,22.00499767,145,10,-0.050137876,2.808875371,2.2992,3.5795,5.745,10.32675,13.9533,BCI-Schnitzer2019,BCI_11R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
509,BCI,yr2013BCI_10C_13E.CSV,10.7129916,4.024593612,10.1735403,16.19735374,11.43221706,60,28.015,15.58261667,13.399,8,3.47E-16,8,8,11.81666667,7.021737838,9.5,6.135494308,3.012399066,1.002966257,2.865434564,0,0,0.714942529,1519.788889,26.87756054,28.23801744,6.755274201,5.217565611,4.089041173,4.011,0,100,28.015,311.65,6.316666667,0.823827089,17.41336353,67.72819223,68,16.95316865,123,9,-0.233852581,2.95019993,1.527,2.326,4.01,6.7195,10.62,BCI-Schnitzer2019,BCI_10C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
560,BCI,BCI_10C_13E.CSV,10.7129916,4.024593612,10.1735403,16.19735374,11.43221706,60,28.015,15.58261667,13.399,8,3.47E-16,8,8,11.81666667,7.021737838,9.5,6.135494308,3.012399066,1.002966257,2.865434564,0,0,0.714942529,1519.788889,26.87756054,28.23801744,6.755274201,5.217565611,4.089041173,4.011,0,100,28.015,311.65,6.316666667,0.823827089,17.41336353,67.72819223,68,16.95316865,123,9,-0.233852581,2.95019993,1.527,2.326,4.01,6.7195,10.62,BCI-Schnitzer2019,BCI_10C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
342,BCI,BCI_12C_04_12_11_4W.CSV,10.05318594,3.174747247,9.421925004,10.07902008,10.53458988,60,25.668,13.20793333,12.347,8,2.83E-16,8,8,11.06666667,4.66819991,11,6.132600512,3.006658318,1.097932296,2.879147747,0,0,0.646296296,342.693327,13.04890674,13.13085526,4.74841546,5.593212784,3.584416253,4.607,0,100,25.668,308.6666667,4.433333333,0.749861815,15.59535458,78.76803372,80,19.88342385,145,10,-0.178615507,2.757701125,1.731,2.4925,4.606,8.409,10.218,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
274,BCI,yr2011BCI_12C_04W.CSV,8.989274851,3.908399837,9.290072388,15.27558928,9.789180685,60,23.413,11.70576667,11.915,7.333333333,2.229742454,8,8,9.866666667,5.063885648,10,6.132600512,2.760622272,1.342411233,2.79794937,5,0.083333333,0.639583333,197.4989304,10.32005999,9.539145259,5.296225296,5.550521217,3.506441058,4.808,0.006185439,99.99381456,23.413,269.6666667,3.933333333,0.799387594,15.09786447,80.40009897,83,19.63772757,145,10,-0.24911975,2.83306515,1.654,2.45,4.8015,8.35375,10.1511,BCI-Schnitzer2019,BCI_12C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
379,BCI,yr2012BCI_15R_12W.csv,10.18669519,4.762774819,10.81968337,22.68402397,11.22829977,60,26.02,13.72983333,13.0835,7.333333333,2.229742454,8,8,10.7,5.949789912,12,6.129283017,2.941461513,1.325765873,2.797387992,5,0.083333333,0.713580247,481.4788968,15.20721839,15.818325,6.482416706,6.633399311,4.335518074,5.496,0.007327618,99.99267238,26.02,227.6666667,5.233333333,0.875265244,17.45265888,67.57870438,70,16.76037872,123,10,-0.376432513,3.10692202,1.955,3.026,5.488,9.429,12.6652,BCI-Schnitzer2019,BCI_15R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
744,BCI,yr2013BCI_3R_11W.CSV,11.00278954,4.441266883,9.515731932,19.72485152,11.85147593,60,34.96,14.70128333,13.6775,8,3.06E-16,8,8,12.55,6.217593954,12,6.128369836,3.232649128,1.110403689,2.765045756,0,0,0.783796296,927.6886045,19.26625188,23.59025526,6.511718587,6.341384593,4.651639189,5.609,0,100,34.96,286.45,6.416666667,0.828902624,17.79592003,67.38960056,69,15.6886676,130,9,-0.304816925,3.167352642,1.829,2.478,5.607,8.3495,11.876,BCI-Schnitzer2019,BCI_3R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
591,BCI,yr2011BCI_9R_10W.CSV,10.97441301,3.953183363,11.85273262,15.6276587,11.6535376,60,53.69,15.8304,15.978,8,3.66E-16,8,8,10.46666667,5.531011697,11,6.125151136,2.86310503,1.074010831,2.612433823,0,0,0.826969697,1365.850412,21.11487566,30.33170681,7.317535582,6.015975983,4.268358141,4.285,0,100,53.69,243.5,6.983333333,0.74850194,18.15474136,118.8536698,74,2997.192113,331191.072,0,98.04707062,10493.134,2.058,2.836,4.282,8.442,12.2483,BCI-Schnitzer2019,BCI_9R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
517,BCI,yr2013BCI_11R_08W.CSV,12.92594557,5.463316004,11.84998441,29.84782175,14.01536396,60,24.172,16.70426667,18.754,8,4.17E-16,8,8,13.45,7.383961088,12,6.123070824,3.295185753,1.027378636,3.098621459,0,0,0.685333333,779.9036332,19.56318494,19.92951149,6.125880718,8.00996507,6.181011307,5.749,0,100,24.172,271.2333333,4.55,0.967336989,22.19848545,70.07022938,71,17.60470312,129,10,-0.170648483,3.007586599,1.937,2.825,5.7395,11.6585,18.813,BCI-Schnitzer2019,BCI_11R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
788,BCI,yr2011BCI_7R_02W.CSV,7.604902104,2.747448531,7.236660351,7.548473431,8.078192964,60,24.843,10.71896667,9.622,8,3.06E-16,8,8,7.85,4.237944017,7,6.120060745,3.440250556,1.152989654,3.382479189,0,0,0.730128205,313.1990945,10.51919688,14.2318513,5.035973873,4.050544533,2.478993449,3.236,0,100,24.843,442.5833333,5.683333333,0.703332313,12.31952457,73.1433577,73,17.13504356,127,11,-0.177862813,2.771196269,1.834,2.281,3.236,5.3755,7.16,BCI-Schnitzer2019,BCI_7R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
205,BCI,1C_00_05_E.CSV,7.5363047,3.002492365,7.321989529,9.014960405,8.102279961,55,24.455,12.50512727,12.796,6.555674635,2.438772836,8,8,7.672727273,4.678772178,7,6.119371959,2.839540212,1.353254193,2.989571628,1,0.018181818,0.682909091,260.0948414,10.0625082,12.60320476,5.386416867,5.176159304,3.185234826,4.746,10.33450107,89.66549893,24.455,322,6.181818182,0.788753501,14.48460835,67.06427626,68,16.66472049,136,7,-0.210257719,3.137651254,1.775,2.629,4.741,6.759,9.128,BCI-Schnitzer2019,BCI_01C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
238,BCI,16C_00_60_E.CSV,8.318464033,3.082470722,7.852126742,9.50162575,8.862285777,60,28.593,13.32425,11.4755,7.572807804,1.074936893,8,8,7.816666667,4.147662877,7,6.115571269,3.195385747,1.072288529,3.086934017,0,0,0.747777778,550.8622362,12.88110343,19.61987285,6.698786583,5.678225215,3.351482922,5.075,1.289897993,98.71010201,28.593,253.4666667,6.5,0.74092071,14.12914724,69.05220348,71,15.72370311,126,10,-0.350077435,3.0152759,2.323,3.41325,5.074,6.884,9.9126,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
395,BCI,yr2012BCI_2R_01W.csv,5.391792077,6.51447069,2.055373032,42.43832837,8.414418857,60,34.111,7.613516667,2.3125,4,4.033755873,4,8,5.866666667,7.513753867,1.5,6.106626506,1.542919085,1.715476287,0.821107183,30,0.5,0.884761905,793.3602663,13.48210826,24.73040685,9.223017508,5.565699266,4.687596521,3.646,0.078595756,99.92140424,34.111,127.45,4.2,0.919139538,16.48761261,68.39958049,66,18.37742243,126,10,0.089186699,2.7980857,2.13,2.586,3.644,6.943,12.208,BCI-Schnitzer2019,BCI_2R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
130,BCI,BCI_16C_03_25_12_7W.CSV,11.8611143,3.557045816,11.92781656,12.65257494,12.37447903,60,24.543,15.54235,14.8315,8,3.06E-16,8,8,12.96666667,5.477122425,13,6.104160477,3.011296181,1.10076619,2.844647725,0,0,0.614102564,710.969863,19.59322206,18.08522912,4.584079054,6.145922011,4.545597629,4.541,0,100,24.543,368.4333333,4.4,0.839274242,18.37375786,71.35997827,72,20.13386094,136,10,-0.165298882,2.787259525,1.831,2.43,4.5355,8.45925,13.258,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
385,BCI,yr2012BCI_16C_07W.csv,11.8611143,3.557045816,11.92781656,12.65257494,12.37447903,60,24.543,15.54235,14.8315,8,3.06E-16,8,8,12.96666667,5.477122425,13,6.104160477,3.011296181,1.10076619,2.844647725,0,0,0.614102564,710.969863,19.59322206,18.08522912,4.584079054,6.145922011,4.545597629,4.541,0,100,24.543,368.4333333,4.4,0.839274242,18.37375786,71.35997827,72,20.13386094,136,10,-0.165298882,2.787259525,1.831,2.43,4.5355,8.45925,13.258,BCI-Schnitzer2019,BCI_16C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
286,BCI,yr2012BCI_2R_13W.csv,9.911745654,3.416024673,9.47554788,11.66922457,10.47460927,60,28.235,13.67175,12.5155,8,3.66E-16,8,8,10,4.769251798,10,6.100344522,3.301404216,1.153967425,3.114730932,0,0,0.709195402,416.4202928,14.02099816,14.82672936,5.392269528,5.867161397,3.758765705,5.105,0,100,28.235,349.15,4.666666667,0.786612037,15.71351418,73.61482614,75,17.36288253,138,11,-0.267764984,3.044492997,2.001,2.827,5.101,7.797,11.502,BCI-Schnitzer2019,BCI_2R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
478,BCI,BCI_12C_12W.CSV,10.57029716,3.595028219,10.2850204,12.9242279,11.15526809,60,23.534,13.89301667,14.1115,8,4.77E-16,8,8,12.13333333,4.900593761,12.5,6.083658637,3.114416697,0.947342302,3.061192436,0,0,0.662666667,455.1002982,15.07605757,15.09346834,4.521478371,6.136194832,4.153786698,5.055,0,100,23.534,253.6833333,5.1,0.833037548,16.18432364,69.2000263,70,18.46160615,129,8,-0.11400569,2.970467423,1.975,2.933,5.051,8.242,12.489,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
656,BCI,yr2013BCI_12C_12W.CSV,10.57029716,3.595028219,10.2850204,12.9242279,11.15526809,60,23.534,13.89301667,14.1115,8,4.77E-16,8,8,12.13333333,4.900593761,12.5,6.083658637,3.114416697,0.947342302,3.061192436,0,0,0.662666667,455.1002982,15.07605757,15.09346834,4.521478371,6.136194832,4.153786698,5.055,0,100,23.534,253.6833333,5.1,0.833037548,16.18432364,69.2000263,70,18.46160615,129,8,-0.11400569,2.970467423,1.975,2.933,5.051,8.242,12.489,BCI-Schnitzer2019,BCI_12C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
142,BCI,BCI_13C_04_12_11_4w.CSV,9.551974013,2.797539235,9.501157847,7.826225773,9.946061447,55,21.393,12.86767273,12.986,8,4.01E-16,8,8,10.29090909,4.314801087,10,6.082105822,2.973016824,1.08935519,2.679119866,0,0,0.588429752,161.8724271,10.73223496,6.833122263,3.390383022,5.384478701,3.555918997,4.265,0,100,21.393,282.3454545,3.709090909,0.80123701,14.94900542,78.97357737,80,18.91861099,149,10,-0.192005751,3.026192901,1.749,2.242,4.263,7.994,10.3484,BCI-Schnitzer2019,BCI_13C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
102,BCI,BCI_16C_04_07_11_4E.CSV,10.1675777,3.093626885,10.45936979,9.570527304,10.62029448,60,26.744,13.42676667,12.9915,8,4.77E-16,8,8,10.93333333,4.091606401,12,6.077996015,3.533099492,1.125810019,3.317920875,0,0,0.724404762,273.6732695,12.84940014,10.41950985,4.39408762,6.178163059,3.89540735,4.833,0,100,26.744,249.7166667,4.866666667,0.796979169,14.66573168,72.98770875,74,18.12151909,133,10,-0.268162415,3.180042052,2.228,3.07,4.822,9.15,11.691,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
