siteID,siteName,latitude,longitude,mat,map,pft.x,ymin,xmax,ymax,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,lad.mean,lad.sd,lad.median,lad.column.max,lad.max.ht.mean,lad.max.ht.sd,lad.max.ht.median,lad.max,lad.mean.peak,lad.peak.sd,lad.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.return.ht,sky.fraction,canopy.cover,max.ht,scan.density,rumple,gap.variables,enl,fhd,entropy,gini,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft.y,notes
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_02_2.CSV,20.50389014,7.474549353,23.77660901,55.86888804,21.79178002,40,31.452,25.4796,27.4015,4.016578153,1.313998458,4.131338454,6.059123196,20.675,8.809631966,24,3.871201011,1.820351128,0.845927058,1.668726933,0,0,0.734375,1394.995766,21.55573595,30.50157395,6.416803729,16.98425449,8.934434927,20.062,2.408702409,97.59129759,31.452,354.05,4.25,0.888980176,20.51706806,2.923327256,10.08098464,1.570305463,80.98472785,84,18.06727641,122,6,-0.945466907,3.852410792,2.019,10.56,20.06,23.736,25.922,ARNO-EAGERNEON,ARNO_02,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_02_3.CSV,14.85920035,5.151549249,13.34487774,26.53845967,15.70575796,40,30.054,19.552075,18.439,3.610090506,1.708146622,3.256911703,6.502790046,16.025,6.302166905,15,4.7847101,1.740165785,0.971422866,1.542100461,0,0,0.753225806,465.6851336,11.48872025,18.26730524,6.638456816,12.74821218,6.49366207,11.528,1.70031881,98.29968119,30.676,353,5.325,0.947443831,24.04740551,3.050450752,10.44315894,1.504761594,91.19733333,94,18.631932,140,11,-1.037670233,4.548595326,4.873,7.30125,11.5235,17.26675,22.2341,ARNO-EAGERNEON,ARNO_02,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_02_4.CSV,13.44543562,8.231622452,12.67986135,67.7596082,15.71131303,40,31.7,18.22385,21.625,4.076183092,1.653421098,4.505334588,6.079933195,14.075,9.285741758,13,5.33513134,1.947133333,1.20814224,1.66261792,0,0,0.76969697,389.0786776,12.36872645,15.36532732,9.115050331,10.78229846,8.348775039,8.356,0.351321776,99.64867822,31.807,434.2,7.75,0.95623447,26.04205946,3.218564524,11.13522388,1.535755313,80.68760837,83,17.15574392,126,9,-0.739726227,3.724289668,2.386,3.432,8.355,17.993,23.7512,ARNO-EAGERNEON,ARNO_02,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_05_2.CSV,7.171331644,3.918072163,5.898665674,15.35128948,8.148343684,40,26.285,13.135225,11.7115,3.817740894,1.400976349,3.985007016,5.932245187,6.6,4.776008418,5,4.543294782,2.014373961,0.837621241,1.921515067,0,0,0.781481481,442.8365762,11.55635581,17.58656352,6.697395741,4.734196292,3.624771216,4.096,2.120543656,97.87945634,26.285,351.45,5.525,0.835396363,12.24350837,2.698672374,8.821955766,1.606958952,87.21163213,87,19.97405788,133,11,-0.334788645,2.744724895,1.362,2.019,4.094,6.216,8.494,ARNO-EAGERNEON,ARNO_05,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_06_1.CSV,6.107755395,2.366206351,5.547952761,5.598932494,6.539391038,40,26.149,10.02985,7.739,3.730488479,1.518448077,3.968895638,5.996452089,5.5,2.891189091,4.5,4.770684624,1.847655495,0.943863891,1.767364387,0,0,0.784259259,295.6802484,8.259924718,15.08157459,5.628175118,4.173115755,2.551777146,3.811,1.867380734,98.13261927,26.149,354.9,4.775,0.623911204,8.710180624,2.289622572,7.47289522,1.313857889,68.69754416,69,13.97677493,114,17,-0.190171258,2.935577426,1.814,2.571,3.811,5.037,6.453,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_06_2.CSV,5.483235742,2.716934819,4.604700875,7.381734811,6.104348094,40,27.117,10.239525,7.4585,4.054425678,1.535721724,4.094070016,6.073044534,5.05,3.289065022,4,4.59511985,1.983250096,0.862696499,1.894685496,0,0,0.788392857,327.1210211,9.185378721,15.58043128,6.662280756,3.440914157,2.338189316,2.867,1.297435585,98.70256441,27.117,410.55,5.575,0.5894682,8.793037854,2.280565088,7.52623159,1.299498492,66.11929153,65,13.6396216,110,7,0.027265754,3.09902804,1.537,2.037,2.864,4.256,5.327,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_03_2.CSV,5.881191292,3.783992178,4.403446236,14.3185968,6.967714324,40,21.772,9.08065,7.78,3.535067456,1.271193757,3.623629316,5.863631176,5.9,5.022002869,3,4.477336814,2.079224424,0.972465902,2.004531645,0,0,0.760869565,201.9582839,6.674892943,12.5460786,5.544658088,3.884827362,3.553333642,2.336,2.065289807,97.93471019,21.772,337.85,5.95,0.804633988,11.0893123,2.40384002,7.405329039,1.361004731,75.42380952,73,18.2753912,132,12,0.0114049,2.733227527,1.2614,1.752,2.335,4.853,10.1436,ARNO-EAGERNEON,ARNO_03,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_05_6.CSV,7.790462193,4.53680857,6.715759694,20.582632,8.986621577,40,26.449,11.4756,9.382,4.385539445,1.139319763,4.536622747,5.955837369,8.625,6.42785405,7,4.919980926,2.215648778,0.967106253,2.147318199,0,0,0.764814815,381.9982324,10.63751834,16.39638484,6.064282737,5.256005672,4.342696228,3.579,0.601390716,99.39860928,26.449,399.2,4.275,0.819729232,12.93843594,2.682329636,8.785215245,1.475092678,84.63402029,83,18.44488821,150,12,-0.151187463,3.105699351,1.816,2.171,3.5785,6.559,11.5745,ARNO-EAGERNEON,ARNO_05,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_03_3.CSV,5.489094715,4.163518156,3.746564803,17.33488343,6.857964139,40,21.294,7.9146,6.1865,3.210258884,1.73560591,3.673126058,5.926926026,5.55,4.651715978,3,4.182050143,1.700921041,1.013829193,1.648614134,0,0,0.745454545,51.16219928,3.739198609,6.097589117,5.256051613,4.151225023,3.730829133,2.559,0.984112691,99.01588731,21.294,388.8,3.425,0.738203893,10.96958411,2.550306988,7.799923525,1.441623592,78.00617124,76,20.48772937,137,12,-0.199212462,2.829504552,1.404,1.929,2.559,5.297,9.176,ARNO-EAGERNEON,ARNO_03,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_06_3.CSV,6.159708253,3.084343108,5.55337733,9.51317241,6.871488111,40,28.14,11.599975,11.3585,4.208272001,1.575450137,4.600078726,5.998936562,4.775,2.712624805,4,4.779123493,2.025559322,0.958543279,2.026186975,0,0,0.792241379,252.2411535,9.645892398,12.61736555,5.957202973,3.847951073,3.09058215,2.571,1.35189553,98.64810447,28.14,434.7,7.425,0.726464875,11.405132,2.520071488,8.40996254,1.326777413,68.81624679,68,16.04455581,122,12,-0.01159281,3.248109695,1.487,1.925,2.571,4.377,9.1238,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_05_1.CSV,6.744944162,3.040530688,6.196079003,9.244826865,7.386081646,50,25.127,10.55882,9.277,3.727113866,1.443344177,3.717050331,5.783825182,5.96,3.602493468,5,5.247024072,2.270601586,1.192686581,2.148333393,0,0,0.796923077,93.06169793,5.500772792,7.924846788,5.382969625,5.305499316,3.590976992,4.39,1.849008317,98.15099168,25.127,312.72,5.26,0.870084965,12.3525357,2.558824361,8.249503797,1.521263046,87.88481846,92,20.73464226,142,13,-0.77232886,3.398558259,1.5788,2.167,4.387,7.549,10.0104,ARNO-EAGERNEON,ARNO_05,2016,control,,NA,unmanaged,NA,DBF,
ARNO,"Arnot Experimental Forest, NY, USA",42.264,-76.627,9,990,NA,NA,NA,NA,ARNO_06_6part4.CSV,10.01819341,5.921844272,6.756067777,35.06823958,11.48588763,10,22.183,13.6621,10.277,4.369776133,1.256153661,4.76881385,5.666426688,10.6,6.310485102,8,4.043051268,1.985197684,0.85240758,1.804019278,0,0,0.708695652,213.1447637,11.12329129,9.456064433,7.006444866,6.262874315,5.846636004,3.484,0.201380898,99.7986191,22.183,347.8,3.3,0.889228059,14.81276596,2.575919047,7.983613468,1.327898818,75.34938022,77,19.01540193,120,13,-0.270888168,2.454483574,1.293,1.5705,3.418,10.655,17.653,ARNO-EAGERNEON,ARNO_06,2016,control,,NA,unmanaged,NA,DBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_14R_11E.CSV,7.316250628,4.920455541,8.417236124,24.21088273,8.794025885,60,21.522,10.44438333,11.5365,3.084399396,2.059578608,3.806375988,5.624017506,7.55,5.866957171,8,4.634728988,1.312478342,1.077396579,1.252554679,15,0.25,0.70942029,270.3110763,10.54698065,12.6123858,6.902598865,6.115094655,4.225056226,5.073,0.638130768,99.36186923,21.522,169.9833333,3.466666667,0.924860094,16.18626482,2.814985053,8.639402132,1.90087071,74.69356113,75,19.92826672,140,9,-0.067992764,2.777163332,2.013,2.628,5.066,7.789,12.655,BCI-Schnitzer2019,14R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8C_13E.CSV,8.614418579,5.215661684,8.952275212,27.2031268,10.04778328,60,21.619,12.01746667,13.9815,3.422370622,1.948436998,3.877429417,6.068425588,8.166666667,5.799376549,7,3.36729583,1.396777207,0.885365743,1.457596706,10,0.166666667,0.675362319,147.4697719,8.29041365,8.873489358,6.576502567,7.212462038,4.497804713,6.189,1.495784607,98.50421539,21.619,245.35,3.25,0.935702802,17.66352336,2.883793898,8.863549787,1.811346334,75.43822474,77,19.00618187,135,10,-0.324923917,3.168845246,1.873,3.135,6.184,10.8955,13.8088,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8HalfC_01E.CSV,11.74573294,4.439075716,11.5077894,19.70539322,12.54349282,60,33.995,17.4362,16.3505,4.166458301,1.06676345,4.45092158,5.298317367,12.08333333,6.899500514,12,3.33220451,1.680344866,0.647104495,1.574941477,0,0,0.752857143,913.3684388,20.53154215,22.17711018,6.42990638,7.68655796,5.280671539,7.101,0.474625776,99.52537422,35.897,182.8166667,5.683333333,0.855620603,18.98943062,3.035082682,10.86758011,1.420087212,69.89590976,72,19.48953926,132,9,-0.286544991,2.798901208,1.933,2.879,7.091,11.177,13.7446,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_15R_03E.CSV,8.589821129,5.758961936,8.33951245,33.16564258,10.3149362,60,31.123,13.08335,14.438,3.550040874,1.995610744,4.232191479,5.811140993,9.066666667,7.139925145,7,4.94875989,1.431828482,1.112443102,1.221831846,10,0.166666667,0.747395833,889.6585583,16.7453413,24.6830327,8.319731229,6.01810722,4.773509949,4.365,1.124597134,98.87540287,31.123,243.2666667,5,0.889130391,19.48785721,3.043332989,10.46281781,1.66039513,71.5701505,71,18.80546274,144,10,-0.160578297,3.005991514,1.935,2.542,4.364,7.486,12.9481,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_14R_10E.CSV,5.961886408,4.937467957,6.41994205,24.37858983,7.714685317,60,20.377,8.811433333,11.0725,2.491876932,2.150453986,2.544022344,5.631211782,5.883333333,5.345968437,6,3.761200116,1.082122003,1.023949655,1.030301177,20,0.333333333,0.761111111,122.8368596,6.151567434,9.219277506,7.057046649,6.313742291,3.746918597,5.194,4.106583072,95.89341693,20.377,159.7166667,2.85,0.951632723,15.71452846,2.710007029,8.169063653,1.817868372,80.90530675,83,19.98182127,150,8,-0.27485647,3.20962176,2.276,3.44725,5.191,8.951,12.0118,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_06W.CSV,10.2113141,4.703576171,9.47275517,22.1236288,11.22612299,60,34.461,16.71995,16.824,4.290798639,1.388347419,4.545091009,5.768320996,9.65,6.108690669,8,5.129898715,1.621185268,0.988965288,1.386294361,0,0,0.707619048,1829.167508,27.53674987,32.72453077,7.879416952,5.694330138,4.475772406,4.32,4.972069851,95.02793015,34.461,331.4,7.566666667,0.8222974,20.44200362,3.110513625,11.010684,1.448025449,73.80426839,73,19.7460342,147,9,-0.125384441,2.895877494,1.939,2.528,4.317,7.338,11.617,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_07E.CSV,10.76309472,4.970343292,10.14730811,24.70431244,11.83793824,60,32.103,18.21218333,17.593,4.667375331,0.958038047,4.812184355,6.198478716,10.2,6.617388496,9,4.934473933,1.877630663,0.826217809,1.774808693,0,0,0.682323232,1436.015871,26.0948919,27.47858236,7.479287906,5.910393357,4.761620331,4.061,0.341435185,99.65856481,32.103,288.2166667,6.933333333,0.829876282,20.36116935,3.084167958,10.69882284,1.452717592,74.25614076,74,19.27096226,144,11,-0.226923459,2.848168535,1.631,2.466,4.06,7.817,12.041,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_14R_12W.CSV,9.390410099,2.951343218,9.585824262,8.710426792,9.835906407,60,17.005,12.8899,14.702,3.849951832,1.17393047,3.933274895,5.743003188,10.15,4.301458168,10,3.36729583,1.659398766,0.758415262,1.528766337,0,0,0.514814815,190.1776484,10.09258712,9.397730238,3.500818842,7.016836893,4.343057389,5.836,1.419337642,98.58066236,17.005,250.3333333,2.733333333,0.909510539,14.56772156,2.675647038,7.581465731,2.098650664,76.58584561,77,22.10784191,140,10,-0.027953658,2.503834353,2.223,3.282,5.835,10.3605,14.1328,BCI-Schnitzer2019,14R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8C_12W.CSV,6.658679867,4.131394565,6.82811785,17.06842106,7.818053782,60,18.099,9.786683333,10.5235,3.362760338,1.83892807,3.931825633,5.899897354,6.35,4.546650844,5.5,4.543294782,1.626886268,1.138023826,1.41638876,10,0.166666667,0.685087719,68.56505317,5.245974807,6.406621692,5.467551615,5.563752433,3.509389356,4.438,0.112837427,99.88716257,18.099,192.2333333,3.3,0.895867455,12.48960739,2.592063313,7.506243882,1.832017675,75.51077511,77,17.46038898,131,9,-0.227375681,2.899410746,2.226,3.027,4.41,6.972,10.3702,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_14R_13E.CSV,8.776795313,2.787498159,8.245708687,7.770145988,9.201781324,60,17.469,12.44728333,12.7385,3.901485793,1.315212469,4.236516148,5.533389489,8.7,3.660601044,8,3.871201011,1.773782518,0.865674637,1.583791265,0,0,0.598148148,107.3687534,7.773242186,6.851675657,3.044353195,6.085966037,3.421788969,5.382,2.784955498,97.2150445,17.469,232.4166667,2.916666667,0.892859409,13.12021858,2.661173702,7.612095454,2.015922112,72.89833136,74,18.70014873,139,9,-0.159981435,2.818950007,2.184,3.231,5.376,8.047,11.3042,BCI-Schnitzer2019,14R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_15R_01E.CSV,6.196999468,5.110167583,7.244057193,26.11381273,8.005084941,60,28.555,9.749766667,9.713,2.898203035,2.268510684,3.983466749,5.634789603,5.95,5.616033343,6,3.912023005,1.262315258,1.115132395,1.388647307,20,0.333333333,0.826666667,373.6819884,9.290285475,16.95206725,8.480623998,6.270125204,3.796051807,5.893,0.227716331,99.77228367,28.555,153.9166667,3.85,0.902703836,14.82240123,2.720374902,9.118239789,1.594105422,75.47386154,77,19.10397171,137,10,-0.235213407,3.231370458,2.144,2.972,5.8885,8.16675,11.6886,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8C_10W.CSV,8.581258336,3.690806474,8.904903395,13.62205243,9.32914856,60,23.827,12.13473333,12.785,3.925046606,1.498800506,4.375754824,5.638354669,9.483333333,5.013512814,10,4.060443011,1.806155169,0.912096937,1.831780823,5,0.083333333,0.702666667,125.1204767,7.742682396,8.072877186,4.94784095,6.468160006,3.479896792,5.84,0.100970874,99.89902913,23.827,214.8,3.316666667,0.840379811,13.94893353,2.695973185,8.548444052,1.551626508,75.14359014,77,17.65348709,135,10,-0.385261891,3.299720373,2.333,3.433,5.836,9.08775,11.277,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_14R_09W.CSV,9.764810301,2.684231551,9.350431752,7.20509902,10.12109353,60,22.132,13.99626667,14.024,3.664801897,1.52688729,3.803293138,5.902633333,9.533333333,4.044107103,9.5,3.36729583,1.424646004,0.714192613,1.448827556,0,0,0.607246377,227.5699685,11.10033345,10.21531036,3.899569506,6.520019235,3.674123541,5.69,4.237853711,95.76214629,22.132,249.95,3.433333333,0.847701779,15.99657726,2.770528425,8.58039448,1.717583737,70.89441773,72,18.05071195,141,9,-0.207287247,2.908613753,2.525,3.746,5.686,8.488,12.2275,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8HalfC_12W.CSV,8.623745875,3.994609545,7.786136605,15.95690542,9.489992093,60,18.321,11.61158333,11.156,3.802626592,1.448472752,3.965246968,5.743003188,9.383333333,4.985034099,8,4.49980967,1.66564126,0.866980779,1.512155782,0,0,0.637719298,81.2163507,6.022995766,6.70372081,4.157787752,5.865640528,4.297462414,4.115,1.759143883,98.24085612,18.321,227.6,3.716666667,0.909601336,14.13227962,2.716277037,7.89906385,2.038471902,73.82115944,74,18.94099399,136,14,0.123883203,2.774406428,1.918,2.52775,4.1085,7.921,12.999,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_01E.CSV,9.641655565,3.330580351,8.953527248,11.09276547,10.19163422,60,24.529,15.22128333,15.672,4.691433758,0.897128103,4.905247343,6.02827852,9.633333333,5.677689512,7.5,3.511545439,1.821495557,0.759290299,1.753528886,0,0,0.61474359,549.8046833,17.4990014,15.60735831,4.489358061,5.692012722,3.973150238,4.463,0.374866119,99.62513388,24.529,280.3166667,3.85,0.834914684,17.26113757,2.917611997,9.335938521,1.756131649,72.13181628,73,18.34540654,132,9,-0.345108067,2.904129885,2.036,2.633,4.463,7.54725,12.156,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_02W.CSV,8.753361356,3.426094767,8.377764908,11.73812535,9.389559359,60,23.684,13.65806667,13.661,4.41814957,1.281085165,4.709530201,5.877735782,8.75,4.993640023,7,4.454347296,1.823182818,0.858412891,1.66752879,0,0,0.639333333,286.7991138,12.79358218,11.09609701,4.780346445,5.415635422,3.924144365,3.937,0.697228517,99.30277148,24.522,287.0666667,4.383333333,0.796725867,15.14434653,2.794426889,8.940966324,1.73480037,73.42899772,72,20.07580804,139,8,-0.101668146,2.63215774,1.832,2.691,3.927,6.57,12.0784,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_8C_11E.CSV,9.230722336,3.389742489,9.765350041,11.49035414,9.823700071,60,26.137,12.94033333,13.435,4.285539395,1.175241344,4.473024626,6.02827852,8.733333333,4.535609266,8,3.650658241,1.939359716,0.825113792,1.952775245,0,0,0.693209877,161.7989148,9.074122002,8.913990392,3.934921737,6.173745719,4.057238346,4.569,0.716472351,99.28352765,26.137,256.1,3.8,0.817586231,14.81346013,2.77153542,9.044495475,1.686677294,73.5253559,75,18.09526785,138,7,-0.209398622,2.93447177,2.0345,2.677,4.566,9.379,12.274,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_04W.CSV,10.17757181,4.663861804,8.949393266,21.75160692,11.17908977,60,32.41,16.25811667,15.478,4.226870022,1.268330083,4.55279539,6.192362489,9.366666667,6.150559205,8.5,4.077537444,1.499438574,0.808567367,1.308118273,0,0,0.689393939,1117.60555,21.75798084,25.38101297,6.803904771,6.398433179,5.229156423,4.266,0.703324808,99.29667519,32.41,286.95,4.933333333,0.802343582,19.08791859,3.063176844,10.65515962,1.689023129,79.26014166,79,22.29378557,154,12,0.083801771,2.746438447,1.7455,2.729,4.2645,8.847,13.4095,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_05E.CSV,9.157087256,3.336806447,9.102610292,11.13427726,9.736578095,60,31.156,14.56095,14.189,4.542628652,1.227636674,5.047363777,5.686975356,9.166666667,4.423230918,9.5,4.148411783,1.795289546,0.870037827,1.597291566,0,0,0.7265625,520.9621969,14.2785527,17.80688433,5.734444383,6.824001119,4.858233186,4.814,0.217378532,99.78262147,31.156,283.9,5.883333333,0.802321948,15.88223749,2.828420969,9.726959066,1.566580566,76.05622939,77,19.66702939,132,13,-0.136680828,2.685317657,1.923,2.829,4.807,9.974,15.2844,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_4C_02W.CSV,7.718872865,4.425176634,8.32139013,19.58218824,8.879009897,60,25.538,10.84723333,12.7145,3.741676074,1.970527558,4.295015258,5.937536205,7.866666667,5.422697642,9,4.007333185,1.59006834,1.019050867,1.555746532,10,0.166666667,0.737037037,220.53506,9.23327143,11.63106868,6.021338359,5.840961396,3.928621317,4.074,0.191623323,99.80837668,25.538,243.75,3.95,0.843593421,14.3790774,2.725432396,8.83085758,1.764909764,71.22581751,72,18.93696588,130,10,-0.11352112,2.702232772,1.854,2.357,4.07,9.157,11.945,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_08W.CSV,11.62009118,4.374403978,11.05011684,19.13541016,12.40334655,60,27.321,18.00755,17.428,4.293907062,1.100562072,4.634728988,5.641907071,10.23333333,5.533768957,10,3.401197382,1.552877293,0.738522612,1.386294361,0,0,0.618452381,921.4438189,22.06624798,20.84525171,5.425261604,7.220015936,5.315038648,5.725,1.44521457,98.55478543,27.321,226.25,5.083333333,0.871665166,20.1712783,3.086943814,10.21054711,1.796466573,76.87595391,80,21.92011537,141,9,-0.345459838,2.689408191,2.122,2.982,5.709,10.222,13.9804,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_9R_09E.CSV,10.52154356,4.158664728,10.74130017,17.29449232,11.30084641,60,24.874,16.2291,17.1715,4.235937159,1.141370467,4.627393893,5.634789603,11.58333333,5.512056636,12.5,3.80666249,1.598483987,0.718798225,1.386294361,0,0,0.616666667,413.1672546,15.57050282,13.06624264,5.305598191,6.788794065,4.629694571,5.082,0.792356094,99.20764391,24.874,214.7666667,4.533333333,0.884443745,18.70081281,2.998772255,9.637523488,1.898174287,81.08589774,82,21.26977917,150,9,-0.126427876,2.99097021,2.3253,3.07775,5.078,9.737,13.9348,BCI-Schnitzer2019,9R,2011,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_4C_05E.CSV,7.726443231,2.644106346,7.611649898,6.991298369,8.159209627,60,24.691,11.601,11.817,4.207867256,0.969069127,4.219507705,5.717027701,7.8,4.269719953,7,4.337290741,1.98114886,0.877734611,1.877266712,0,0,0.726923077,229.3316587,8.700823576,12.39464916,4.288144306,5.072929487,3.068366525,3.811,0.151799913,99.84820009,24.691,230.7833333,4.4,0.793854012,12.27197754,2.550000249,8.17641975,1.484459194,70.44233693,71,16.62322747,125,12,-0.174356788,2.9534421,2.134,2.733,3.808,6.977,9.0985,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_4C_06W.CSV,8.868745743,3.664409998,8.60838051,13.42790063,9.584297227,60,20.929,13.55128333,13.7945,4.244265059,1.310534346,4.450191197,5.796057751,8.533333333,4.862400421,7,4.33073334,1.776309855,0.839202938,1.728281551,0,0,0.612878788,199.2587245,10.68353123,9.226098038,3.619420939,5.947726279,4.276522576,4.753,2.25679375,97.74320625,21.299,249.8333333,4.266666667,0.872948668,15.55264088,2.831207376,8.659701101,1.969858056,70.7242298,71,19.36312756,139,8,-0.037007007,2.798081633,1.925,2.39525,4.749,8.1555,12.6958,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
BCI,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA,BCI_4C_07E.CSV,8.660429999,3.238408253,8.32413062,10.48728802,9.236641578,60,20.448,13.38588333,13.6965,4.681010667,1.163247273,5.015621461,6.150602768,9.883333333,5.462015729,10,3.713572067,1.740940844,0.649106049,1.734601055,0,0,0.55,173.1297878,10.70934632,7.644585621,3.904033074,4.849363735,3.483051571,3.849,0.802898267,99.19710173,20.448,340.65,3.65,0.824136212,15.1632697,2.824656552,8.524488859,1.938670526,70.60492548,70,17.72665128,133,11,0.016855417,2.951092922,1.576,2.131,3.849,6.579,9.9724,BCI-Schnitzer2019,,NA,,,NA,,NA,EBF,
